	NoOrder	MR	Krisk	Kdegree	Degree	eigenc
PL_001	0.5973222322232223	0.31582979726544086	0.24286892975011784	0.22134149831168085	0.22420305614376468	0.2545928003204944
PL_002	0.5776654411764706	0.4336734693877551	0.33832908163265313	0.3243347772277228	0.31861076732673266	0.31969368811881194
PL_003	0.5900000000000001	0.21764705882352942	0.252156862745098	0.20980392156862746	0.2019607843137255	0.21450980392156863
PL_004	0.5166490019431196	0.46612394957983194	0.37789259848083384	0.3774509803921569	0.3670287934993817	0.38434022257551675
PL_005	0.5463535353535354	0.4380497714575927	0.2965266106442577	0.29345047109752986	0.291729055258467	0.34824038706391647
PL_006	0.5864381520119224	0.4374460742018982	0.4009922346850733	0.39279551337359786	0.4098360655737705	0.39322691975841234
PL_007	0.606859410430839	0.4465130023640662	0.35135933806146574	0.32407407407407407	0.322337962962963	0.35127314814814814
PL_008	0.5734649122807018	0.4786184210526316	0.4468201754385964	0.4369517543859649	0.4177631578947368	0.4385964912280701
PL_009	0.5604940497655967	0.43305084745762723	0.26508594783026806	0.2681512200985696	0.2585947830268061	0.3195396081259767
PL_010	0.6220208540218471	0.5085650446871895	0.4687189672293943	0.4787735849056604	0.47778053624627603	0.4973932472691162
PL_011	0.5236686390532544	0.4169230769230769	0.38	0.4107692307692308	0.3646153846153846	0.3984615384615385
PL_012	0.5873614190687362	0.34510932105868813	0.2834292289988492	0.30243902439024384	0.2762749445676274	0.31729490022172946
PL_013	0.5426897321428572	0.471797052154195	0.3564342403628118	0.3329081632653061	0.3550170068027211	0.3828125
PL_014	0.5241144571362639	0.4377967711301044	0.3920940170940171	0.3731006647673314	0.3995726495726495	0.46794871794871795
PL_015	0.5692112567112567	0.47795989906256064	0.40239764479308204	0.39917769480507126	0.3997105470489501	0.41768479506122086
PL_016	0.5328075364223902	0.46888655345981534	0.3781459151501742	0.3209004272099901	0.37424690546609707	0.39462153576514414
PL_017	0.5795133341526362	0.45793000744601636	0.42958092663143665	0.4181516529433452	0.4263856458154111	0.4234361558313875
PL_018	0.5907444668008047	0.44976525821596247	0.3403755868544602	0.34185110663983903	0.34017437961099944	0.35848423876592894
PL_019	0.522661523625844	0.4440677966101695	0.3203208556149732	0.3083616917841516	0.30165289256198347	0.3265435099659699
PL_020	0.5171957671957672	0.44329255650010363	0.37414472320132697	0.34371184371184366	0.35470085470085466	0.3893976393976394
PL_021	0.5229636709435128	0.45634833137881986	0.24709310833988635	0.2135704376093926	0.25159661963476293	0.4070701634494948
PL_022	0.5509401709401711	0.4183970856102004	0.36448087431694	0.28194444444444444	0.2934027777777778	0.38581196581196575
PL_023	0.5528100775193798	0.4327107279693486	0.3049968071519796	0.28679757343550444	0.32159961685823757	0.2901500638569604
PL_024	0.5681818181818182	0.5027777777777778	0.3444444444444444	0.3333333333333333	0.3083333333333333	0.33888888888888885
PL_025	0.5661525974025974	0.45292207792207784	0.4407467532467532	0.4517045454545454	0.4362824675324675	0.45819805194805185
PL_026	0.769512801391996	0.32449978714346533	0.23318433375904637	0.21487867177522352	0.22828863346104725	0.19699872286079187
PL_027	0.5396396396396397	0.45901826484018265	0.27139639639639646	0.26711711711711716	0.28603603603603606	0.2912162162162163
PL_028	0.578131907881516	0.4444668983913992	0.35563010265944545	0.34419206208067255	0.3458491633659364	0.3743432220515722
PL_029	0.596436593832959	0.42704160246533135	0.3121641174038859	0.30263426587706765	0.3005921993056974	0.3271901163977946
PL_030	0.5276182663385289	0.4657681940700809	0.33694733877780897	0.25088870659010115	0.26401421930544167	0.34741591468416727
PL_031	0.45827664399092977	0.3189675870348139	0.23242630385487528	0.26031746031746034	0.21882086167800452	0.28662131519274375
PL_032	0.5502392344497609	0.43221690590111644	0.38655788655788664	0.38344988344988346	0.38267288267288274	0.3951048951048951
PL_033	0.5805626598465473	0.5326086956521741	0.4840153452685422	0.4910485933503836	0.489769820971867	0.5159846547314578
PL_034	0.5694270833333334	0.44890624999999995	0.3592708333333334	0.36072916666666655	0.35354166666666664	0.3663541666666667
PL_035	0.625	0.36363636363636365	0.34217171717171724	0.3500631313131314	0.32670454545454547	0.3595328282828283
PL_036	0.5496031746031746	0.37083333333333335	0.37083333333333335	0.2785087719298246	0.2828947368421053	0.29166666666666674
PL_037	0.4875	0.40104166666666663	0.27423469387755106	0.2645408163265306	0.26709183673469383	0.2997448979591837
PL_038	0.5308551992225462	0.43658892128279886	0.3734207968901847	0.37827988338192425	0.3510689990281827	0.43658892128279886
PL_039	0.5474100087796313	0.4274217149546386	0.30538484050336556	0.30509218612818256	0.3018729880011707	0.30831138425519466
PL_040	0.5178631614425344	0.40415785764622975	0.3554095045500505	0.30338266384778023	0.3188865398167724	0.4164138860802157
PL_041	0.5141557128412536	0.43939393939393945	0.3241719520789289	0.33439041578576467	0.3195912614517266	0.35499316005471954
PL_042	0.45	0.3833333333333333	0.33333333333333326	0.31666666666666665	0.31666666666666665	0.31666666666666665
PL_043	0.5868762586708436	0.45765899247777525	0.35930020515158423	0.35602981029810304	0.36653116531165314	0.39588979223125575
PL_044	0.5155635463361348	0.4410334346504559	0.22251685707298324	0.20588615678096256	0.2283342455756249	0.3668957665029249
PL_045	0.5557692307692307	0.4246361746361747	0.2993096646942801	0.35453648915187375	0.3002958579881657	0.34960552268244577
PL_046	0.6041987673343606	0.505970724191063	0.49672573189522345	0.5017334360554698	0.5017334360554698	0.4986517719568567
PL_047	0.5275669407547965	0.4625907092536681	0.3734977862112587	0.3689120809614168	0.36835863377609107	0.3621652962260173
