	NoOrder	MR	Krisk	Kdegree	Degree	eigenc
PL_001	0.5743699369936992	0.31582979726544086	0.23962753418198962	0.22111257368511414	0.22523321696331483	0.2545928003204944
PL_002	0.5299350247524752	0.4336734693877551	0.3515625	0.3243347772277228	0.3244894801980198	0.31984839108910895
PL_003	0.4020000000000001	0.21764705882352942	0.25450980392156863	0.20901960784313725	0.2035294117647059	0.21450980392156863
PL_004	0.5230083024200672	0.46612394957983194	0.36747041158805865	0.3766560678325384	0.37762762762762764	0.38434022257551675
PL_005	0.5621818181818181	0.4380497714575927	0.2964654952890247	0.2935523300229183	0.2963941940412529	0.34824038706391647
PL_006	0.5649350649350648	0.4374460742018982	0.40724762726488345	0.3934426229508196	0.3979723899913719	0.39322691975841234
PL_007	0.4645691609977324	0.4465130023640662	0.3643617021276596	0.3258101851851851	0.3153935185185185	0.35127314814814814
PL_008	0.5707236842105264	0.4786184210526316	0.43969298245614025	0.4369517543859649	0.4358552631578947	0.4385964912280701
PL_009	0.5159574468085104	0.43305084745762723	0.27151700925592026	0.27001442481067445	0.262621709340065	0.3195396081259767
PL_010	0.6242552135054618	0.5085650446871895	0.4757944389275075	0.47864945382323737	0.48560079443892756	0.4973932472691162
PL_011	0.5621301775147929	0.4169230769230769	0.40153846153846157	0.4107692307692308	0.3892307692307692	0.3984615384615385
PL_012	0.5251916757940855	0.34510932105868813	0.29562715765247416	0.3044345898004434	0.27760532150776046	0.31729490022172946
PL_013	0.5438058035714286	0.471797052154195	0.3368764172335601	0.3270089285714286	0.3575680272108843	0.3828125
PL_014	0.5228452751817236	0.4377967711301044	0.3868708452041785	0.36847103513770174	0.38188509021842354	0.46794871794871795
PL_015	0.5605833105833107	0.47795989906256064	0.4001825018935285	0.399284265253847	0.40735507370488355	0.41768479506122086
PL_016	0.526152919268266	0.46888655345981534	0.3710658775374744	0.32111950925621646	0.3759447913243509	0.39462153576514414
PL_017	0.5769325304166155	0.45793000744601636	0.42700012289541595	0.419749293351358	0.4233132604153866	0.4234361558313875
PL_018	0.5833832833832835	0.44976525821596247	0.34124748490945683	0.3417169684775319	0.3462105969148223	0.35848423876592894
PL_019	0.5978784956605594	0.4440677966101695	0.3188624210014584	0.3086533787068546	0.31468157510938255	0.3265435099659699
PL_020	0.5386650386650387	0.44329255650010363	0.363466721957288	0.3458485958485958	0.3592796092796093	0.3893976393976394
PL_021	0.5110425657215126	0.45634833137881986	0.2519380903785252	0.2138884932164398	0.2467282224594089	0.4070701634494948
PL_022	0.44222222222222224	0.4183970856102004	0.31639344262295094	0.2812500000000001	0.303125	0.38581196581196575
PL_023	0.5200530586766542	0.4327107279693486	0.3091475095785441	0.2861590038314176	0.33469029374201786	0.2899904214559387
PL_024	0.5621693121693121	0.5027777777777778	0.3361111111111111	0.3444444444444444	0.3277777777777777	0.33888888888888885
PL_025	0.5767045454545454	0.45292207792207784	0.4399350649350649	0.4545454545454545	0.44845779220779214	0.45819805194805185
PL_026	0.6925801640566741	0.32449978714346533	0.24680715197956576	0.21530438484461473	0.224031502767135	0.19827586206896555
PL_027	0.5081081081081081	0.45901826484018265	0.2700450450450451	0.26711711711711716	0.2738738738738739	0.2912162162162163
PL_028	0.5863711265624372	0.4444668983913992	0.35510468030070325	0.3427370463180018	0.34625333441112277	0.3743432220515722
PL_029	0.5813253012048193	0.42704160246533135	0.3031211244315833	0.3020726975699408	0.3045163290615957	0.3271901163977946
