	NoOrder	MR	Krisk	Kdegree	Degree	eigenc
PL_001	0.5208708370837083	0.31582979726544086	0.24104196133899103	0.22122703599839752	0.2236307445773479	0.2545928003204944
PL_002	0.5706188725490196	0.4336734693877551	0.34693877551020413	0.3244894801980198	0.3291305693069307	0.31984839108910895
PL_003	0.616	0.21764705882352942	0.296078431372549	0.20980392156862746	0.19803921568627453	0.21450980392156863
PL_004	0.5120561738208796	0.46612394957983194	0.37603780250839075	0.3674704115880587	0.3695901784137079	0.38434022257551675
PL_005	0.5634141414141414	0.4380497714575927	0.29515151515151516	0.2940616246498599	0.30404379933791703	0.34824038706391647
PL_006	0.5636576538215882	0.4374460742018982	0.40077653149266607	0.39301121656600513	0.3964624676445211	0.39322691975841234
PL_007	0.5620748299319728	0.4465130023640662	0.3537234042553192	0.32407407407407407	0.3211805555555556	0.35127314814814814
PL_008	0.5625	0.4786184210526316	0.4292763157894737	0.4369517543859649	0.44243421052631576	0.4385964912280701
PL_009	0.5268962615699002	0.43305084745762723	0.25042072364466883	0.27031494169972364	0.2671895660536122	0.3195396081259767
PL_010	0.6199106256206554	0.5085650446871895	0.47194637537239326	0.47827706057596825	0.4820009930486594	0.4973932472691162
PL_011	0.6479289940828402	0.4169230769230769	0.3892307692307692	0.4107692307692308	0.35846153846153844	0.3984615384615385
PL_012	0.6058050383351588	0.34510932105868813	0.29286536248561573	0.30266075388026603	0.2729490022172948	0.31729490022172946
PL_013	0.5203683035714286	0.471797052154195	0.3598356009070295	0.33120748299319724	0.3272879464285714	0.3828125
PL_014	0.5070381908388139	0.4377967711301044	0.3919753086419753	0.3687084520417853	0.39423076923076916	0.46794871794871795
PL_015	0.5706369248035914	0.47795989906256064	0.399626813124912	0.3988903352021223	0.40282773267564137	0.41768479506122086
PL_016	0.5423102201774564	0.46888655345981534	0.39482272249571326	0.3216672143717822	0.3837495892211633	0.39462153576514414
PL_017	0.5919257711687353	0.45793000744601636	0.42749170455942004	0.41827454835934624	0.43056408995944456	0.4234361558313875
PL_018	0.5921744921744921	0.44976525821596247	0.3429912810194501	0.3421193829644534	0.3416498993963783	0.35848423876592894
PL_019	0.582738669238187	0.4440677966101695	0.3091395235780262	0.3076810889645114	0.2993193971803597	0.3265435099659699
PL_020	0.5280830280830282	0.44329255650010363	0.37487041260626164	0.34340659340659335	0.35907610907610904	0.3893976393976394
PL_021	0.5256224597175158	0.45634833137881986	0.2483497206769316	0.21335384759477766	0.2522502922013936	0.4070701634494948
PL_022	0.45658119658119656	0.4183970856102004	0.37358834244080147	0.28055555555555556	0.3104166666666667	0.38581196581196575
PL_023	0.5099094881398253	0.4327107279693486	0.31010536398467436	0.28615900383141757	0.3125	0.2899904214559387
PL_024	0.5251322751322751	0.5027777777777778	0.3444444444444444	0.3472222222222222	0.29722222222222217	0.33888888888888885
PL_025	0.5426136363636364	0.45292207792207784	0.4521103896103895	0.4545454545454545	0.4431818181818181	0.45819805194805185
