	NoOrder	MR	Krisk	Kdegree	Degree	eigenc
PL_001	0.5388118811881191	0.31582979726544086	0.23721122112211218	0.2212842671550392	0.2275796943856235	0.25465003147713605
PL_002	0.5580575980392157	0.4336734693877551	0.34374999999999994	0.3243347772277228	0.32216893564356436	0.31969368811881194
PL_003	0.5626666666666666	0.21764705882352942	0.263921568627451	0.20980392156862746	0.20745098039215687	0.21450980392156863
PL_004	0.5316640169581346	0.46612394957983194	0.37109167991520936	0.37453630100688934	0.366852146263911	0.38434022257551675
PL_005	0.5501717171717171	0.4380497714575927	0.29578304048892284	0.2937458619811561	0.30360580595874714	0.34824038706391647
PL_006	0.5593996167766659	0.4374460742018982	0.4087575496117342	0.3934426229508196	0.3938740293356341	0.39322691975841234
PL_007	0.47987528344671204	0.4465130023640662	0.35608747044917255	0.32291666666666663	0.33217592592592593	0.35127314814814814
PL_008	0.5685307017543859	0.4786184210526316	0.4451754385964912	0.4369517543859649	0.42324561403508765	0.4385964912280701
PL_009	0.5546039187402334	0.43305084745762723	0.25564971751412435	0.2701346315662941	0.2597968505830028	0.3195396081259767
PL_010	0.6137040714995033	0.5085650446871895	0.4745531281032771	0.4790218470705065	0.47778053624627603	0.4973932472691162
PL_011	0.5384615384615383	0.4169230769230769	0.4138461538461538	0.4107692307692308	0.3830769230769231	0.3984615384615385
PL_012	0.584118291347207	0.34510932105868813	0.2878020713463751	0.3046563192904656	0.273170731707317	0.31729490022172946
PL_013	0.5320870535714286	0.471797052154195	0.36890589569161	0.3309240362811791	0.3564342403628118	0.3828125
PL_014	0.5356524749048113	0.4377967711301044	0.3812915479582146	0.36680911680911676	0.396011396011396	0.46794871794871795
PL_015	0.5643256893256894	0.47795989906256064	0.4024566391486543	0.3993756113527977	0.40571845609868423	0.41768479506122086
PL_016	0.5361485376273415	0.46888655345981534	0.3673599203495769	0.321174279767773	0.3812849162011173	0.39462153576514414
PL_017	0.580742288312646	0.45793000744601636	0.427614599975421	0.41827454835934624	0.4241735283273934	0.4234361558313875
PL_018	0.5803862803862804	0.44976525821596247	0.34024144869215295	0.34178403755868547	0.34560697518444	0.35848423876592894
PL_019	0.567598842815815	0.4440677966101695	0.3279047156052503	0.30787554691298	0.31934856587263	0.3265435099659699
PL_020	0.5538258038258039	0.44329255650010363	0.37321169396641096	0.34228734228734226	0.37020526643168156	0.3893976393976394
PL_021	0.5238347498588629	0.45634833137881986	0.25295860008702625	0.2136367804967521	0.2434651211090127	0.4070701634494948
PL_022	0.49555555555555564	0.4183970856102004	0.3513661202185793	0.2822916666666667	0.29409722222222223	0.38581196581196575
PL_023	0.47073970037453183	0.4327107279693486	0.337404214559387	0.28344508301404847	0.3180874840357599	0.2899904214559387
PL_024	0.5304232804232804	0.5027777777777778	0.3083333333333333	0.35277777777777775	0.3305555555555555	0.33888888888888885
PL_025	0.5572240259740259	0.45292207792207784	0.45251623376623373	0.4545454545454545	0.4496753246753246	0.45819805194805185
PL_026	0.41144668158090986	0.32449978714346533	0.2372286079182631	0.21615581098339717	0.23233290762026393	0.1976372924648787
PL_027	0.5576576576576577	0.45901826484018265	0.2610360360360361	0.26711711711711716	0.28626126126126133	0.2912162162162163
PL_028	0.5629797837707488	0.4444668983913992	0.344798318648452	0.3463341686201601	0.34981003960876245	0.3743432220515722
PL_029	0.5863794159689606	0.42704160246533135	0.31557461761058286	0.3021748008985093	0.30844357172385284	0.3271901163977946
