	NoOrder	MR	Krisk	Kdegree	Degree	eigenc
PL_001	0.5429985855728432	0.31582979726544086	0.23184818481848182	0.22128426715503918	0.22757969438562353	0.2545928003204944
PL_002	0.5361519607843137	0.4336734693877551	0.34199617346938777	0.3243347772277228	0.3274288366336634	0.31969368811881194
PL_003	0.4137254901960784	0.21764705882352942	0.23254901960784316	0.20901960784313725	0.2019607843137255	0.21450980392156863
PL_004	0.5165606783253841	0.46612394957983194	0.36596891008655724	0.37268150503444625	0.36596891008655713	0.38434022257551675
PL_005	0.5704242424242424	0.4380497714575927	0.29056786350903996	0.29393939393939394	0.29953144894321365	0.34824038706391647
PL_006	0.4995741962955078	0.4374460742018982	0.40314926660914574	0.3925798101811906	0.41069887834339946	0.39322691975841234
PL_007	0.5734126984126985	0.4465130023640662	0.341903073286052	0.32291666666666663	0.33217592592592593	0.35127314814814814
PL_008	0.5690789473684211	0.4786184210526316	0.4347587719298245	0.4369517543859649	0.4347587719298245	0.4385964912280701
PL_009	0.5385563168650077	0.43305084745762723	0.2519233080899147	0.2687522538766679	0.2564310614256522	0.3195396081259767
PL_010	0.6051390268123138	0.5085650446871895	0.48373882820258196	0.4787735849056604	0.4820009930486594	0.4973932472691162
PL_011	0.5502958579881657	0.4169230769230769	0.39538461538461533	0.4107692307692308	0.3676923076923077	0.3984615384615385
PL_012	0.5102957283680177	0.34510932105868813	0.29056386651323357	0.301330376940133	0.28026607538802656	0.31729490022172946
PL_013	0.5172991071428572	0.471797052154195	0.3544501133786848	0.33177437641723356	0.3351004464285714	0.3828125
PL_014	0.5347294334833275	0.4377967711301044	0.40396486229819556	0.36704653371320034	0.39897910731244063	0.46794871794871795
PL_015	0.5652906694573361	0.47795989906256064	0.4059563365647016	0.3989835843448011	0.40248137871712014	0.41768479506122086
PL_016	0.5445010406397196	0.46888655345981534	0.3852812655567233	0.32180414065067364	0.3771497425785957	0.39462153576514414
PL_017	0.580496497480644	0.45793000744601636	0.4283519724714269	0.4181516529433452	0.4274917045594199	0.4234361558313875
