"","Network","NoOrder","MR","Krisk","Kdegree","Degree","eigenc"
"1","PL_001",0.569588208820882,0.315829797265441,0.241100895803866,0.221169804841756,0.222486121444514,0.254592800320494
"2","PL_002",0.562154193360513,0.433673469387755,0.344467474489796,0.32448948019802,0.323251856435644,0.319693688118812
"3","PL_003",0.528333333333333,0.217647058823529,0.262352941176471,0.209019607843137,0.205490196078431,0.214509803921569
"4","PL_004",0.522036742624978,0.466123949579832,0.369943472884649,0.374447977389154,0.368662780427486,0.384340222575517
"5","PL_005",0.561186868686869,0.438049771457593,0.296210847975554,0.293465749936338,0.296791443850267,0.348240387063916
"6","PL_006",0.545135192676176,0.437446074201898,0.405090595340811,0.393011216566005,0.404119930974978,0.393226919758412
"7","PL_007",0.555555555555556,0.446513002364066,0.352541371158392,0.322916666666667,0.331597222222222,0.351273148148148
"8","PL_008",0.569353070175439,0.478618421052632,0.43530701754386,0.436951754385965,0.434210526315789,0.43859649122807
"9","PL_009",0.539127298954201,0.433050847457627,0.26247145089554,0.270074528188484,0.260968866450295,0.319539608125977
"10","PL_010",0.611904170804369,0.50856504468719,0.478711519364449,0.478277060575968,0.480635551142006,0.497393247269116
"11","PL_011",0.587278106508876,0.416923076923077,0.396923076923077,0.410769230769231,0.386153846153846,0.398461538461538
"12","PL_012",0.549945235487404,0.345109321058688,0.286191024165708,0.302660753880266,0.276385809312639,0.317294900221729
"13","PL_013",0.531389508928571,0.471797052154195,0.354733560090703,0.330924036281179,0.353316326530612,0.3828125
"14","PL_014",0.535652474904811,0.437796771130104,0.393399810066477,0.369895536562203,0.397257834757835,0.467948717948718
"15","PL_015",0.566179816179816,0.477959899062561,0.402986636826941,0.399142488496101,0.402493748501353,0.417684795061221
"16","PL_016",0.54081772373754,0.468886553459815,0.378076774157863,0.321968452185343,0.375178004162559,0.394621535765144
"17","PL_017",0.577731350620622,0.457930007446016,0.424296423743394,0.419626397935357,0.425955511859408,0.423436155831387
"18","PL_018",0.584082584082584,0.449765258215962,0.341817572099262,0.342119382964453,0.342790073775989,0.358484238765929
"19","PL_019",0.566972034715526,0.444067796610169,0.313709285367039,0.308361691784152,0.312056392805056,0.32654350996597
"20","PL_020",0.533628408628409,0.443292556500104,0.368961227451793,0.342490842490842,0.367509848641924,0.389397639397639
"21","PL_021",0.523847169003634,0.45634833137882,0.251565399452476,0.213572388870786,0.251258256550407,0.407070163449495
"22","PL_022",0.498632478632479,0.4183970856102,0.347176684881603,0.282638888888889,0.306944444444445,0.385811965811966
"23","PL_023",0.51293281741197,0.432710727969349,0.319125159642401,0.283844189016603,0.318965517241379,0.289990421455939
