"","Network","NoOrder","MR","Krisk","Kdegree","Degree","eigenc"
"24","PL_024",0.561387686387686,0.502777777777778,0.338888888888889,0.340277777777778,0.313888888888889,0.338888888888889
"25","PL_025",0.568993506493506,0.452922077922078,0.445211038961039,0.451704545454545,0.44825487012987,0.458198051948052
"26","PL_026",0.531150625283928,0.324499787143465,0.230630055342699,0.215304384844615,0.229885057471264,0.197637292464879
"27","PL_027",0.53963963963964,0.459018264840183,0.266441441441441,0.267567567567568,0.270045045045045,0.291216216216216
"28","PL_028",0.554700373779189,0.444466898391399,0.350436504728801,0.344333521946488,0.348314606741573,0.374343222051572
"29","PL_029",0.575173575658566,0.427041602465331,0.308624431583299,0.302251378394936,0.30472302604382,0.327190116397795
"30","PL_030",0.535958435876402,0.465768194070081,0.341453111799493,0.250341810226962,0.267569045665846,0.346869018321028
"31","PL_031",0.535198349002522,0.318967587034814,0.225396825396825,0.26031746031746,0.217800453514739,0.286621315192744
"32","PL_032",0.539238539238539,0.432216905901116,0.385780885780886,0.38034188034188,0.382672882672883,0.395104895104895
"33","PL_033",0.583120204603581,0.532608695652174,0.495524296675192,0.491048593350384,0.490728900255754,0.515984654731458
"34","PL_034",0.550104166666667,0.44890625,0.359557291666667,0.35953125,0.35015625,0.366354166666667
"35","PL_035",0.553595854377104,0.363636363636364,0.348958333333333,0.349747474747475,0.326704545454546,0.359532828282828
"36","PL_036",0.537489557226399,0.370833333333333,0.3375,0.278508771929825,0.287280701754386,0.291666666666667
"37","PL_037",0.531632653061225,0.401041666666667,0.272448979591837,0.264540816326531,0.257908163265306,0.299744897959184
"38","PL_038",0.541059280855199,0.436588921282799,0.368318756073858,0.376336248785228,0.360544217687075,0.436588921282799
"39","PL_039",0.552824114720515,0.427421714954639,0.304214223002634,0.304214223002634,0.308311384255195,0.308311384255195
"40","PL_040",0.544611943499709,0.40415785764623,0.345417236662107,0.30338266384778,0.308668076109937,0.416413886080216
"41","PL_041",0.55881361644759,0.439393939393939,0.321705426356589,0.334390415785765,0.320472163495419,0.35499316005472
"42","PL_042",0.55,0.383333333333333,0.316666666666667,0.316666666666667,0.316666666666667,0.316666666666667
"43","PL_043",0.570765271872902,0.457658992477775,0.363517209938454,0.356029810298103,0.361788617886179,0.395889792231256
"44","PL_044",0.521378802260513,0.441033434650456,0.228623833979667,0.205763754650704,0.226018997734406,0.366891147554613
"45","PL_045",0.546294559099437,0.424636174636175,0.305226824457594,0.354043392504931,0.307199211045365,0.349605522682446
"46","PL_046",0.606124807395994,0.505970724191063,0.497496147919877,0.500963020030816,0.500963020030816,0.498651771956857
"47","PL_047",0.531665085388994,0.462590709253668,0.369623655913978,0.368622180054818,0.369175627240143,0.362165296226017
"48","PL_048",0.536320754716981,0.471510657421674,0.389910457307323,0.391997121842021,0.391405500479693,0.399800127918132
"49","PL_049",0.546896551724138,0.466222222222222,0.335059829059829,0.328582375478927,0.337897435897436,0.395955725840783
"50","PL_050",0.551190476190476,0.406832298136646,0.363975155279503,0.328571428571429,0.336309523809524,0.321428571428571
"51","PL_051",0.533333333333333,0.4380174291939,0.343042071197411,0.331607335490831,0.338457389428263,0.37621359223301
"52","PL_052",0.562091503267974,0.450197238658777,0.323278029160382,0.303418803418803,0.323529411764706,0.338109602815485
"53","PL_053",0.525823408708381,0.404610733182162,0.201903817082389,0.204507973988493,0.198431594860166,0.215358595228725
"54","PL_054",0.550040355125101,0.433716827734315,0.242721276269366,0.227396840006136,0.248128547323209,0.328700720969474
"55","PL_055",0.53550061050061,0.444310575635877,0.260591082277829,0.244825455668829,0.244197302028627,0.355689424364123
"56","PL_056",0.548067164866996,0.414203634824156,0.244969608999365,0.236423841059603,0.246185249024766,0.349784735812133
"57","PL_057",0.527144819368073,0.459704818616885,0.237947626591121,0.249843086957115,0.23772409128908,0.33550623786198
"58","PL_058",0.57648709315376,0.430116661003511,0.357968059802922,0.369294370823423,0.361932268660097,0.384018575150074
"59","PL_059",0.626153846153846,0.407692307692308,0.392307692307692,0.395384615384615,0.392307692307692,0.395384615384615
"60","SD_001",0.563492063492063,0.448853615520282,0.380070546737213,0.385361552028219,0.373015873015873,0.385361552028219
"61","SD_002",0.621571021571022,0.49047619047619,0.49047619047619,0.49047619047619,0.49047619047619,0.49047619047619
"62","SD_003",0.566045673076923,0.333333333333333,0.321180555555556,0.282894736842105,0.301809210526316,0.282894736842105
"63","SD_004",0.583823529411765,0.251041666666667,0.229166666666667,0.230208333333333,0.229166666666667,0.244791666666667
"64","SD_005",0.510961538461538,0.364615384615385,0.26,0.266153846153846,0.278461538461539,0.256923076923077
"65","SD_006",0.521212121212121,0.344444444444444,0.307407407407407,0.304938271604938,0.307407407407407,0.302469135802469
"66","SD_007",0.558168722034268,0.243271221532091,0.243271221532091,0.243271221532091,0.243271221532091,0.243271221532091
"67","SD_008",0.674,0.606,0.606,0.622,0.622,0.626
"68","SD_009",0.543981481481482,0.393518518518518,0.328703703703704,0.341435185185185,0.328703703703704,0.300925925925926
"69","SD_010",0.67687074829932,0.488095238095238,0.492630385487528,0.51530612244898,0.503968253968254,0.518707482993197
"70","SD_011",0.583333333333333,0.47360248447205,0.467391304347826,0.44047619047619,0.445652173913043,0.44047619047619
"71","SD_012",0.592200328407225,0.360344827586207,0.329885057471264,0.357471264367816,0.342528735632184,0.360919540229885
"72","SD_013",0.656423553643017,0.477159880834161,0.518518518518518,0.605263157894737,0.545808966861598,0.589668615984405
"73","SD_014",0.648897058823529,0.498161764705882,0.512867647058824,0.507352941176471,0.509191176470588,0.507352941176471
"74","SD_015",0.553763440860215,0.525089605734767,0.540621266427718,0.528673835125448,0.539426523297491,0.529868578255675
"75","SD_016",0.618852459016393,0.494925839188134,0.483216237314598,0.484777517564403,0.483021077283372,0.485167837626854
"76","SD_017",0.633152173913043,0.584239130434782,0.573369565217391,0.584239130434783,0.573369565217391,0.584239130434783
"77","SD_018",0.481670673076923,0.41123670212766,0.214428191489362,0.167885638297872,0.180186170212766,0.223071808510638
"78","SD_019",0.632425667475728,0.352784974093264,0.372862694300518,0.386075129533679,0.380634715025907,0.405764248704663
"79","SD_020",0.591174906964381,0.413498622589532,0.415977961432507,0.424517906336088,0.416804407713499,0.422865013774105
"80","SD_021",0.613888888888889,0.459415584415584,0.461038961038961,0.462662337662338,0.461850649350649,0.462662337662338
"81","SD_022",0.639609918421496,0.368123355743935,0.352345107122177,0.350752750434279,0.352113491603938,0.381383902721482
"82","SD_023",0.545048701298701,0.386029411764706,0.393382352941176,0.386029411764706,0.386029411764706,0.386029411764706
"83","SD_024",0.571428571428571,0.491596638655462,0.508403361344538,0.507936507936508,0.5,0.507936507936508
"84","SD_025",0.527777777777778,0.462121212121212,0.477272727272727,0.462121212121212,0.477272727272727,0.462121212121212
"85","SD_026",0.5,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667
"86","SD_027",0.5,0.471153846153846,0.471153846153846,0.471153846153846,0.471153846153846,0.471153846153846
"87","SD_028",0.55,0.445454545454545,0.445454545454545,0.445454545454545,0.445454545454545,0.445454545454545
"88","SD_029",0.5,0.466666666666667,0.466666666666667,0.466666666666667,0.466666666666667,0.466666666666667
"89","SD_030",0.482142857142857,0.458333333333333,0.458333333333333,0.458333333333333,0.458333333333333,0.458333333333333
