"","Network","NoOrder","MR","Krisk","Kdegree","Degree","eigenc"
"39","PL_039",0.550530261855986,0.427421714954639,0.303596722270998,0.304249341527656,0.308004097161253,0.308311384255195
"40","PL_040",0.544532486843437,0.40415785764623,0.345432700886219,0.303720930232558,0.309644115574348,0.416413886080216
"41","PL_041",0.558540591657198,0.439393939393939,0.321550387596899,0.334390415785765,0.320535588442565,0.35499316005472
"42","PL_042",0.522701388888889,0.383333333333333,0.322666666666667,0.316666666666667,0.321833333333333,0.316666666666667
"43","PL_043",0.570519268986668,0.457658992477775,0.363369044905402,0.355848012646793,0.361589882565492,0.395889792231256
"44","PL_044",0.521437376524101,0.441033434650456,0.228582259022464,0.2057628077663,0.225526433086451,0.366892625618073
"45","PL_045",0.540368717812198,0.424636174636175,0.305236686390533,0.354378698224852,0.306607495069034,0.349605522682446
"46","PL_046",0.60365562403698,0.505970724191063,0.497515408320493,0.50133281972265,0.500785824345146,0.498651771956857
"47","PL_047",0.531286369386464,0.462590709253668,0.369350358422939,0.368614537212735,0.369365907653384,0.362165296226017
"48","PL_048",0.536322513591302,0.471510657421674,0.389540773904701,0.392005916213623,0.390903901503038,0.399800127918132
"49","PL_049",0.545694121884926,0.466222222222222,0.334965299145299,0.328560408684547,0.337221359007106,0.395955725840783
"50","PL_050",0.547969340557685,0.406832298136646,0.364062111801242,0.328464285714286,0.338690476190476,0.321428571428571
"51","PL_051",0.532110857287899,0.4380174291939,0.342833872707659,0.332152103559871,0.338360302049622,0.37621359223301
"52","PL_052",0.558728777507058,0.450197238658777,0.322785319255907,0.302855706385118,0.322674710910005,0.338109602815485
"53","PL_053",0.525220178669537,0.404610733182162,0.201842214663643,0.204492044751785,0.19799395313681,0.215346788853282
"54","PL_054",0.54700051600504,0.433716827734315,0.242738533517411,0.227317763460653,0.248133149256021,0.328700720969474
"55","PL_055",0.535477232602755,0.444310575635877,0.260210277005458,0.244850993718464,0.244274122129544,0.355689424364123
"56","PL_056",0.547699804835801,0.414203634824156,0.245099761105567,0.23642807463183,0.246036287761952,0.349784735812133
"57","PL_057",0.527127743409886,0.459704818616885,0.237801632948191,0.249824177798396,0.237708868511652,0.33550623786198
"58","PL_058",0.5757507647579,0.430116661003511,0.357835541963982,0.36935893079624,0.362155396987201,0.384018575150074
"59","PL_059",0.618523076923077,0.407692307692308,0.391630769230769,0.394430769230769,0.393353846153846,0.395384615384615
"60","SD_001",0.55962962962963,0.448853615520282,0.379223985890653,0.387089947089947,0.3731569664903,0.385361552028219
"61","SD_002",0.622436400831138,0.49047619047619,0.484918871252205,0.49047619047619,0.484677248677249,0.49047619047619
"62","SD_003",0.556059829059829,0.333333333333333,0.322204861111111,0.282894736842105,0.299917763157895,0.282894736842105
"63","SD_004",0.572460634292178,0.251041666666667,0.228572916666667,0.229791666666667,0.22875,0.244791666666667
"64","SD_005",0.512270308415493,0.364615384615385,0.259169230769231,0.264030769230769,0.276184615384615,0.256923076923077
"65","SD_006",0.522715738451349,0.344444444444444,0.307185185185185,0.304938271604938,0.30879012345679,0.302469135802469
"66","SD_007",0.540002646831724,0.243271221532091,0.243271221532091,0.243271221532091,0.243271221532091,0.243271221532091
"67","SD_008",0.67656,0.606,0.60556,0.622,0.62208,0.626
"68","SD_009",0.536412037037037,0.393518518518518,0.327986111111111,0.341458333333333,0.32962962962963,0.300925925925926
"69","SD_010",0.673367346938776,0.488095238095238,0.492630385487528,0.51530612244898,0.503968253968254,0.518707482993197
"70","SD_011",0.582660455486542,0.47360248447205,0.467763975155279,0.44047619047619,0.445153985507246,0.44047619047619
"71","SD_012",0.588922212844121,0.360344827586207,0.329120689655172,0.357471264367816,0.342879310344828,0.360919540229885
"72","SD_013",0.653057670381404,0.477159880834161,0.518518518518518,0.605263157894737,0.546569200779727,0.589668615984405
"73","SD_014",0.648621323529412,0.498161764705882,0.511727941176471,0.508106617647059,0.509227941176471,0.507352941176471
"74","SD_015",0.553022700119474,0.525089605734767,0.539223416965352,0.528769414575866,0.539701314217443,0.529868578255675
"75","SD_016",0.618518735362998,0.494925839188134,0.483233801717408,0.484937548790008,0.483270882123341,0.485167837626854
"76","SD_017",0.634184782608696,0.584239130434782,0.573369565217391,0.584239130434783,0.583152173913043,0.584239130434783
"77","SD_018",0.473662198254484,0.41123670212766,0.215864361702128,0.16780585106383,0.180625,0.223071808510638
"78","SD_019",0.63583697685871,0.352784974093264,0.372896373056995,0.386075129533679,0.380694300518135,0.405764248704663
"79","SD_020",0.593399737290886,0.413498622589532,0.415625344352617,0.423564738292011,0.416898071625344,0.422865013774105
"80","SD_021",0.610257575757576,0.459415584415584,0.461711940836941,0.462694805194805,0.460998376623377,0.462662337662338
"81","SD_022",0.640086191228859,0.368123355743935,0.352489866821077,0.350762594093804,0.352209033005211,0.381383902721482
"82","SD_023",0.540742933537051,0.386029411764706,0.393382352941176,0.386029411764706,0.386029411764706,0.386029411764706
"83","SD_024",0.572670401493931,0.491596638655462,0.509831932773109,0.507936507936508,0.493095238095238,0.507936507936508
"84","SD_025",0.533712121212121,0.462121212121212,0.470151515151515,0.462121212121212,0.473181818181818,0.462121212121212
"85","SD_026",0.462666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667
"86","SD_027",0.508539377289377,0.471153846153846,0.471153846153846,0.471153846153846,0.471153846153846,0.471153846153846
"87","SD_028",0.552893939393939,0.445454545454545,0.445454545454545,0.445454545454545,0.445454545454545,0.445454545454545
"88","SD_029",0.487416666666667,0.466666666666667,0.466666666666667,0.466666666666667,0.466666666666667,0.466666666666667
"89","SD_030",0.478720238095238,0.458333333333333,0.458333333333333,0.458333333333333,0.458333333333333,0.458333333333333
