"","Network","NoOrder","MR","Krisk","Kdegree","Degree","eigenc"
"1","PL_001",0.57281996880362,0.315829797265441,0.240960042432815,0.221181251073084,0.222417444056544,0.254613403536885
"2","PL_002",0.562519882189602,0.433673469387755,0.344148596938776,0.324421410891089,0.323703589108911,0.319767945544555
"3","PL_003",0.52354630318189,0.217647058823529,0.260698039215686,0.209317647058824,0.205647058823529,0.214509803921569
"4","PL_004",0.521807984455043,0.466123949579832,0.370041512100336,0.374423246776188,0.369672319378202,0.384340222575517
"5","PL_005",0.560430561307814,0.438049771457593,0.295385790679908,0.29349243697479,0.296847160682455,0.348240387063916
"6","PL_006",0.54464423241412,0.437446074201898,0.40439603106126,0.392940034512511,0.403781276962899,0.393226919758412
"7","PL_007",0.548872889327126,0.446513002364066,0.353871158392435,0.323304398148148,0.331018518518518,0.351273148148148
"8","PL_008",0.568514254385965,0.478618421052632,0.436332236842105,0.436951754385965,0.434402412280702,0.43859649122807
"9","PL_009",0.538494410385864,0.433050847457627,0.261298833994471,0.270271667267701,0.261719557639139,0.319539608125977
"10","PL_010",0.612794190665343,0.50856504468719,0.478937437934459,0.478277060575968,0.480222194637537,0.497393247269116
"11","PL_011",0.582927810650888,0.416923076923077,0.399446153846154,0.410769230769231,0.387446153846154,0.398461538461538
"12","PL_012",0.549533272780702,0.345109321058688,0.285868814729574,0.302953436807095,0.276811529933481,0.317294900221729
"13","PL_013",0.529747378117914,0.471797052154195,0.354790249433107,0.330221132723923,0.352705454577664,0.3828125
"14","PL_014",0.537942098442854,0.437796771130104,0.392780151946819,0.369747150997151,0.39647792022792,0.467948717948718
"15","PL_015",0.566343711135378,0.477959899062561,0.403028865367268,0.399124999524239,0.402511846447208,0.417684795061221
"16","PL_016",0.54011138749432,0.468886553459815,0.378067924110847,0.322138788476284,0.37427127834374,0.394621535765144
"17","PL_017",0.577210466833901,0.457930007446016,0.423969521936832,0.418989799680472,0.425669165540125,0.423436155831387
"18","PL_018",0.584046770131277,0.449765258215962,0.341911468812877,0.342080482897384,0.343173038229376,0.358484238765929
"19","PL_019",0.563352839515628,0.444067796610169,0.31379679144385,0.308273213417598,0.311820126397666,0.32654350996597
"20","PL_020",0.533503334399059,0.443292556500104,0.36878291519801,0.342557997557997,0.36735706990424,0.389397639397639
"21","PL_021",0.522901438972995,0.45634833137882,0.25123557773923,0.213578515831559,0.250993294765861,0.407070163449495
"22","PL_022",0.492777502341192,0.4183970856102,0.347453551912568,0.282763888888889,0.306774305555556,0.385811965811966
"23","PL_023",0.512231039076719,0.432710727969349,0.318697318007663,0.283983077905492,0.318547254150702,0.290068646232439
"24","PL_024",0.553337782587783,0.502777777777778,0.337972222222222,0.340611111111111,0.313527777777778,0.338888888888889
"25","PL_025",0.566087662337662,0.452922077922078,0.445081168831169,0.452065746753247,0.447232142857143,0.458198051948052
"26","PL_026",0.531338902271027,0.324499787143465,0.231632609621115,0.215310770540656,0.229985100042571,0.197592592592593
"27","PL_027",0.533507052120614,0.459018264840183,0.266898648648649,0.267626126126126,0.269828828828829,0.291216216216216
"28","PL_028",0.553913945230017,0.444466898391399,0.350549268450408,0.344367068143238,0.348251556058524,0.374343222051572
"29","PL_029",0.573557342602776,0.427041602465331,0.308430136420008,0.302360628956504,0.304044885619369,0.327190116397795
"30","PL_030",0.53392871689834,0.465768194070081,0.340988453956632,0.250437517090511,0.268542521192234,0.346931911402789
"31","PL_031",0.529768441135953,0.318967587034814,0.226324263038549,0.260281179138322,0.217834467120181,0.286621315192744
"32","PL_032",0.536887702940334,0.432216905901116,0.385268065268065,0.380971250971251,0.383076923076923,0.395104895104895
"33","PL_033",0.582334340850965,0.532608695652174,0.495274936061381,0.491048593350384,0.491406649616368,0.515984654731458
"34","PL_034",0.549094829608168,0.44890625,0.35854375,0.359566666666667,0.349671354166667,0.366354166666667
"35","PL_035",0.550925576177028,0.363636363636364,0.34875946969697,0.34977904040404,0.325880681818182,0.359532828282828
"36","PL_036",0.522108082706767,0.370833333333333,0.337732456140351,0.278508771929825,0.285921052631579,0.291666666666667
"37","PL_037",0.526809948979592,0.401041666666667,0.271607142857143,0.265214285714286,0.258469387755102,0.299744897959184
"38","PL_038",0.537269193391642,0.436588921282799,0.366530612244898,0.376652089407191,0.360466472303207,0.436588921282799
