"Network","giant_component","NoOrder","krisk","degree","kdegree","eigenc","best"
"M_PL_053.csv",364,99,19,22,23,34,19
"M_PL_054.csv",414,129,23,26,27,30,23
"M_PL_055.csv",253,82,16,17,17,19,16
"M_PL_056.csv",456,143,22,30,33,43,22
"M_PL_057.csv",997,362,17,17,20,36,17
"M_PL_058.csv",111,44,14,18,19,20,14
"M_PL_059.csv",26,12,6,5,5,5,5
"M_SD_001.csv",28,11,3,3,3,5,3
"M_SD_002.csv",40,19,5,5,5,5,5
"M_SD_003.csv",41,14,4,4,4,4,4
"M_SD_004.csv",52,20,4,4,4,4,4
"M_SD_005.csv",34,15,3,3,3,3,3
"M_SD_006.csv",34,7,4,5,5,5,4
"M_SD_007.csv",79,27,3,3,3,3,3
"M_SD_008.csv",26,13,11,8,8,11,8
"M_SD_009.csv",25,6,3,4,4,5,3
"M_SD_010.csv",64,32,8,8,9,13,8
"M_SD_011.csv",25,12,6,6,5,6,5
"M_SD_012.csv",64,27,13,13,12,14,12
"M_SD_013.csv",55,25,11,8,19,14,8
"M_SD_014.csv",33,17,9,10,10,10,9
"M_SD_015.csv",32,16,4,4,4,4,4
"M_SD_016.csv",85,36,17,18,20,23,17
"M_SD_017.csv",24,9,8,7,10,10,7
"M_SD_018.csv",53,15,4,5,5,5,4
"M_SD_019.csv",209,88,13,17,20,21,13
"M_SD_020.csv",58,24,8,9,10,10,8
"M_SD_021.csv",46,22,9,10,10,10,9
"M_SD_022.csv",317,115,39,51,53,60,39
"M_SD_023.csv",23,11,4,4,4,4,4
"M_SD_024.csv",19,10,6,6,7,8,6
"M_SD_025.csv",13,5,4,4,4,4,4
"M_SD_026.csv",6,2,2,2,2,2,2
"M_SD_027.csv",16,8,3,3,3,3,3
"M_SD_028.csv",13,4,3,3,3,3,3
"M_SD_029.csv",9,4,2,2,2,2,2
"M_SD_030.csv",9,3,2,3,2,2,2
"M_PL_001.csv",177,60,22,22,22,23,22
"M_PL_002.csv",103,41,13,13,13,15,13
"M_PL_003.csv",61,18,5,5,6,6,5
"M_PL_004.csv",112,18,3,3,3,3,3
"M_PL_005.csv",361,124,25,30,36,42,25
"M_PL_006.csv",78,25,3,3,3,3,3
"M_PL_007.csv",50,17,5,4,4,4,4
"M_PL_008.csv",49,19,6,7,7,11,6
"M_PL_009.csv",142,58,7,8,8,12,7
"M_PL_010.csv",107,48,23,29,29,32,23
"M_PL_011.csv",27,13,4,6,6,6,4
"M_PL_012.csv",84,18,7,7,7,7,7
"M_PL_013.csv",65,30,4,4,4,5,4
"M_PL_014.csv",108,38,6,5,5,6,5
"M_PL_015.csv",793,307,48,56,60,87,48
"M_PL_016.csv",205,44,9,9,10,17,9
"M_PL_017.csv",104,32,9,11,11,11,9
"M_PL_018.csv",144,51,18,19,23,24,18
"M_PL_019.csv",123,51,14,15,16,18,14
"M_PL_020.csv",109,21,3,3,3,3,3
"M_PL_021.csv",766,162,12,12,12,38,12
"M_PL_022.csv",66,15,4,4,4,4,4
"M_PL_023.csv",90,25,3,3,3,3,3
"M_PL_024.csv",22,7,4,4,3,3,3
"M_PL_025.csv",57,18,6,6,6,10,6
"M_PL_026.csv",150,44,2,2,2,2,2
"M_PL_027.csv",75,27,9,8,9,11,8
"M_PL_028.csv",180,71,13,14,16,24,13
"M_PL_029.csv",167,62,17,17,17,19,17
"M_PL_030.csv",70,27,11,7,7,13,7
"M_PL_031.csv",91,25,9,7,13,17,7
"M_PL_032.csv",40,19,2,2,2,2,2
"M_PL_033.csv",47,23,9,8,10,12,8
"M_PL_034.csv",151,51,6,7,8,9,6
"M_PL_035.csv",97,31,9,10,9,9,9
"M_PL_036.csv",22,10,5,2,2,2,2
"M_PL_037.csv",50,15,5,5,5,7,5
"M_PL_038.csv",50,16,4,4,4,7,4
"M_PL_039.csv",68,26,6,6,9,10,6
"M_PL_040.csv",70,28,9,7,9,10,7
"M_PL_041.csv",70,27,10,10,11,12,10
"M_PL_042.csv",16,6,2,2,2,2,2
"M_PL_043.csv",110,40,12,14,14,19,12
"M_PL_044.csv",712,230,21,23,25,49,21
"M_PL_045.csv",41,16,6,5,7,8,5
"M_PL_046.csv",60,26,11,13,13,14,11
"M_PL_047.csv",205,66,4,4,4,4,4
"M_PL_048.csv",266,107,10,10,9,12,9
"M_PL_049.csv",262,87,11,13,15,16,11
"M_PL_050.csv",49,18,6,6,7,7,6
"M_PL_051.csv",104,41,3,3,3,3,3
"M_PL_052.csv",52,23,6,6,6,7,6
"M_PL_053.csv",364,99,19,22,23,34,19
"M_PL_054.csv",414,134,23,25,27,30,23
"M_PL_055.csv",253,68,16,17,17,19,16
"M_PL_056.csv",456,135,22,29,33,43,22
"M_PL_057.csv",997,292,17,17,20,36,17
"M_PL_058.csv",111,34,14,17,19,20,14
"M_PL_059.csv",26,13,6,5,5,5,5
"M_SD_001.csv",28,14,3,3,3,5,3
"M_SD_002.csv",40,18,5,5,5,5,5
"M_SD_003.csv",41,16,4,4,4,4,4
"M_SD_004.csv",52,17,4,4,4,4,4
"M_SD_005.csv",34,11,3,3,3,3,3
"M_SD_006.csv",34,12,4,4,5,5,4
"M_SD_007.csv",79,31,3,3,3,3,3
"M_SD_008.csv",26,12,8,8,8,11,8
"M_SD_009.csv",25,12,3,4,4,5,3
"M_SD_010.csv",64,29,8,8,9,13,8
"M_SD_011.csv",25,12,6,5,5,6,5
"M_SD_012.csv",64,21,13,12,12,14,12
"M_SD_013.csv",55,26,11,8,19,14,8
"M_SD_014.csv",33,17,9,10,10,10,9
"M_SD_015.csv",32,14,4,4,4,4,4
"M_SD_016.csv",85,39,17,18,20,23,17
"M_SD_017.csv",24,11,8,7,10,10,7
"M_SD_018.csv",53,9,5,5,5,5,5
"M_SD_019.csv",209,72,13,17,20,21,13
"M_SD_020.csv",58,27,7,9,10,10,7
"M_SD_021.csv",46,22,9,10,10,10,9
"M_SD_022.csv",317,117,39,50,53,60,39
"M_SD_023.csv",23,10,4,4,4,4,4
"M_SD_024.csv",19,8,6,6,7,8,6
"M_SD_025.csv",13,5,4,4,4,4,4
"M_SD_026.csv",6,2,2,2,2,2,2
"M_SD_027.csv",16,6,3,3,3,3,3
"M_SD_028.csv",13,7,3,3,3,3,3
"M_SD_029.csv",9,3,2,2,2,2,2
"M_SD_030.csv",9,5,2,3,2,2,2
"M_PL_001.csv",177,66,22,21,22,23,21
"M_PL_002.csv",103,35,13,13,13,15,13
"M_PL_003.csv",61,25,5,6,6,6,5
"M_PL_004.csv",112,56,3,3,3,3,3
"M_PL_005.csv",361,118,25,31,36,42,25
"M_PL_006.csv",78,34,3,3,3,3,3
"M_PL_007.csv",50,19,5,4,4,4,4
"M_PL_008.csv",49,21,6,7,7,11,6
"M_PL_009.csv",142,54,7,8,8,12,7
"M_PL_010.csv",107,44,24,29,29,32,24
"M_PL_011.csv",27,13,4,4,6,6,4
"M_PL_012.csv",84,32,7,7,7,7,7
"M_PL_013.csv",65,14,4,4,4,5,4
"M_PL_014.csv",108,36,6,5,5,6,5
"M_PL_015.csv",793,318,48,56,60,87,48
"M_PL_016.csv",205,56,9,9,10,17,9
"M_PL_017.csv",104,42,9,11,11,11,9
"M_PL_018.csv",144,57,18,19,23,24,18
"M_PL_019.csv",123,40,14,15,16,18,14
"M_PL_020.csv",109,46,3,3,3,3,3
"M_PL_021.csv",766,320,12,12,12,38,12
"M_PL_022.csv",66,10,4,4,4,4,4
"M_PL_023.csv",90,27,3,3,3,3,3
"M_PL_024.csv",22,8,4,4,3,3,3
"M_PL_025.csv",57,21,6,6,6,10,6
"M_PL_026.csv",150,48,2,2,2,2,2
"M_PL_027.csv",75,30,9,8,9,11,8
"M_PL_028.csv",180,67,13,14,16,24,13
"M_PL_029.csv",167,71,17,17,17,19,17
"M_PL_030.csv",70,25,10,7,7,13,7
"M_PL_031.csv",91,28,10,9,13,17,9
"M_PL_032.csv",40,16,2,2,2,2,2
"M_PL_033.csv",47,21,9,8,10,12,8
"M_PL_034.csv",151,60,6,8,8,9,6
"M_PL_035.csv",97,37,9,8,9,9,8
"M_PL_036.csv",22,7,4,2,2,2,2
"M_PL_037.csv",50,20,5,5,5,7,5
"M_PL_038.csv",50,21,4,4,4,7,4
"M_PL_039.csv",68,27,6,6,9,10,6
"M_PL_040.csv",70,21,8,7,9,10,7
"M_PL_041.csv",70,24,10,10,11,12,10
"M_PL_042.csv",16,5,2,2,2,2,2
"M_PL_043.csv",110,28,12,14,14,19,12
"M_PL_044.csv",712,251,21,23,25,49,21
"M_PL_045.csv",41,15,6,5,7,8,5
"M_PL_046.csv",60,27,11,13,13,14,11
"M_PL_047.csv",205,36,4,4,4,4,4
"M_PL_048.csv",266,106,10,10,9,12,9
"M_PL_049.csv",262,77,11,13,15,16,11
"M_PL_050.csv",49,13,6,7,7,7,6
"M_PL_051.csv",104,27,3,3,3,3,3
"M_PL_052.csv",52,16,6,6,6,7,6
"M_PL_053.csv",364,127,19,22,23,34,19
"M_PL_054.csv",414,136,23,24,27,30,23
"M_PL_055.csv",253,85,16,17,17,19,16
"M_PL_056.csv",456,150,22,28,33,43,22
"M_PL_057.csv",997,290,17,17,20,36,17
"M_PL_058.csv",111,45,14,18,19,20,14
"M_PL_059.csv",26,8,6,5,5,5,5
"M_SD_001.csv",28,10,3,3,3,5,3
"M_SD_002.csv",40,18,5,5,5,5,5
"M_SD_003.csv",41,17,4,4,4,4,4
"M_SD_004.csv",52,19,4,4,4,4,4
"M_SD_005.csv",34,10,3,3,3,3,3
"M_SD_006.csv",34,12,4,4,5,5,4
"M_SD_007.csv",79,33,3,3,3,3,3
"M_SD_008.csv",26,13,11,9,8,11,8
"M_SD_009.csv",25,4,3,4,4,5,3
"M_SD_010.csv",64,29,8,8,9,13,8
"M_SD_011.csv",25,11,6,5,5,6,5
"M_SD_012.csv",64,22,13,13,12,14,12
"M_SD_013.csv",55,25,11,8,19,14,8
"M_SD_014.csv",33,16,9,10,10,10,9
"M_SD_015.csv",32,16,4,4,4,4,4
"M_SD_016.csv",85,35,17,18,20,23,17
"M_SD_017.csv",24,12,8,7,10,10,7
"M_SD_018.csv",53,14,4,5,5,5,4
"M_SD_019.csv",209,81,13,16,20,21,13
"M_SD_020.csv",58,27,8,10,10,10,8
"M_SD_021.csv",46,17,9,10,10,10,9
"M_SD_022.csv",317,130,39,51,53,60,39
"M_SD_023.csv",23,10,4,4,4,4,4
"M_SD_024.csv",19,9,6,6,7,8,6
"M_SD_025.csv",13,7,5,4,4,4,4
"M_SD_026.csv",6,3,2,2,2,2,2
"M_SD_027.csv",16,7,3,3,3,3,3
"M_SD_028.csv",13,7,3,3,3,3,3
"M_SD_029.csv",9,2,2,2,2,2,2
"M_SD_030.csv",9,5,2,3,2,2,2
"M_PL_001.csv",177,59,21,22,22,23,21
"M_PL_002.csv",103,41,15,13,13,15,13
"M_PL_003.csv",61,23,5,5,6,6,5
"M_PL_004.csv",112,43,3,3,3,3,3
"M_PL_005.csv",361,141,25,32,36,42,25
"M_PL_006.csv",78,36,3,3,3,3,3
"M_PL_007.csv",50,16,5,4,4,4,4
"M_PL_008.csv",49,16,6,7,7,11,6
"M_PL_009.csv",142,53,7,8,8,12,7
"M_PL_010.csv",107,50,24,29,29,32,24
"M_PL_011.csv",27,13,4,6,6,6,4
"M_PL_012.csv",84,30,7,7,7,7,7
"M_PL_013.csv",65,9,4,4,4,5,4
"M_PL_014.csv",108,45,6,5,5,6,5
"M_PL_015.csv",793,283,48,56,60,87,48
"M_PL_016.csv",205,49,9,9,10,17,9
"M_PL_017.csv",104,30,9,11,11,11,9
"M_PL_018.csv",144,55,18,19,23,24,18
"M_PL_019.csv",123,43,14,16,16,18,14
"M_PL_020.csv",109,48,3,3,3,3,3
"M_PL_021.csv",766,171,12,12,12,38,12
"M_PL_022.csv",66,24,4,4,4,4,4
"M_PL_023.csv",90,36,3,3,3,3,3
"M_PL_024.csv",22,5,4,4,3,3,3
"M_PL_025.csv",57,21,6,6,6,10,6
"M_PL_026.csv",150,26,2,2,2,2,2
"M_PL_027.csv",75,30,9,8,9,11,8
"M_PL_028.csv",180,63,13,14,16,24,13
"M_PL_029.csv",167,68,17,17,17,19,17
"M_PL_030.csv",70,26,11,7,7,13,7
"M_PL_031.csv",91,24,10,8,13,17,8
"M_PL_032.csv",40,13,2,2,2,2,2
"M_PL_033.csv",47,22,9,8,10,12,8
"M_PL_034.csv",151,71,6,8,8,9,6
"M_PL_035.csv",97,31,9,8,9,9,8
"M_PL_036.csv",22,7,3,2,2,2,2
"M_PL_037.csv",50,17,5,5,5,7,5
"M_PL_038.csv",50,13,5,4,4,7,4
"M_PL_039.csv",68,26,6,7,9,10,6
"M_PL_040.csv",70,26,8,7,9,10,7
"M_PL_041.csv",70,28,10,10,11,12,10
"M_PL_042.csv",16,7,2,2,2,2,2
"M_PL_043.csv",110,50,12,14,14,19,12
"M_PL_044.csv",712,220,21,23,25,49,21
"M_PL_045.csv",41,16,6,5,7,8,5
"M_PL_046.csv",60,23,11,12,13,14,11
"M_PL_047.csv",205,58,4,4,4,4,4
"M_PL_048.csv",266,109,10,10,9,12,9
"M_PL_049.csv",262,88,11,13,15,16,11
"M_PL_050.csv",49,12,6,7,7,7,6
"M_PL_051.csv",104,20,3,3,3,3,3
"M_PL_052.csv",52,22,6,6,6,7,6
"M_PL_053.csv",364,124,19,22,23,34,19
"M_PL_054.csv",414,151,23,25,27,30,23
"M_PL_055.csv",253,91,16,16,17,19,16
"M_PL_056.csv",456,127,22,29,33,43,22
"M_PL_057.csv",997,300,17,17,20,36,17
"M_PL_058.csv",111,42,14,18,19,20,14
"M_PL_059.csv",26,13,6,5,5,5,5
"M_SD_001.csv",28,10,3,3,3,5,3
"M_SD_002.csv",40,15,5,5,5,5,5
"M_SD_003.csv",41,13,4,4,4,4,4
"M_SD_004.csv",52,13,4,4,4,4,4
"M_SD_005.csv",34,9,3,3,3,3,3
"M_SD_006.csv",34,9,4,4,5,5,4
"M_SD_007.csv",79,31,3,3,3,3,3
"M_SD_008.csv",26,13,9,8,8,11,8
"M_SD_009.csv",25,10,3,4,4,5,3
"M_SD_010.csv",64,30,8,8,9,13,8
"M_SD_011.csv",25,12,6,6,5,6,5
"M_SD_012.csv",64,28,13,12,12,14,12
"M_SD_013.csv",55,24,11,8,19,14,8
"M_SD_014.csv",33,16,9,10,10,10,9
"M_SD_015.csv",32,15,4,4,4,4,4
"M_SD_016.csv",85,37,17,18,20,23,17
"M_SD_017.csv",24,10,6,6,10,10,6
"M_SD_018.csv",53,14,4,5,5,5,4
"M_SD_019.csv",209,95,13,16,20,21,13
"M_SD_020.csv",58,25,8,9,10,10,8
"M_SD_021.csv",46,23,9,10,10,10,9
"M_SD_022.csv",317,125,39,51,53,60,39
"M_SD_023.csv",23,12,4,4,4,4,4
"M_SD_024.csv",19,9,6,6,7,8,6
"M_SD_025.csv",13,7,4,4,4,4,4
"M_SD_026.csv",6,3,2,2,2,2,2
"M_SD_027.csv",16,6,3,3,3,3,3
"M_SD_028.csv",13,5,3,3,3,3,3
"M_SD_029.csv",9,4,2,2,2,2,2
"M_SD_030.csv",9,3,2,2,2,2,2
"M_PL_001.csv",177,74,21,22,22,23,21
"M_PL_002.csv",103,35,16,13,13,15,13
"M_PL_003.csv",61,21,5,5,6,6,5
"M_PL_004.csv",112,54,3,3,3,3,3
"M_PL_005.csv",361,107,25,32,36,42,25
"M_PL_006.csv",78,16,3,3,3,3,3
"M_PL_007.csv",50,11,5,4,4,4,4
"M_PL_008.csv",49,23,6,7,7,11,6
"M_PL_009.csv",142,45,7,8,8,12,7
"M_PL_010.csv",107,44,24,29,29,32,24
"M_PL_011.csv",27,10,4,4,6,6,4
"M_PL_012.csv",84,32,7,7,7,7,7
"M_PL_013.csv",65,21,4,4,4,5,4
"M_PL_014.csv",108,25,6,5,5,6,5
"M_PL_015.csv",793,310,48,56,60,87,48
"M_PL_016.csv",205,50,9,9,10,17,9
"M_PL_017.csv",104,42,9,10,11,11,9
"M_PL_018.csv",144,53,18,19,23,24,18
"M_PL_019.csv",123,37,14,15,16,18,14
"M_PL_020.csv",109,45,3,3,3,3,3
"M_PL_021.csv",766,271,12,12,12,38,12
"M_PL_022.csv",66,21,4,4,4,4,4
"M_PL_023.csv",90,26,3,3,3,3,3
"M_PL_024.csv",22,10,4,3,3,3,3
"M_PL_025.csv",57,25,6,6,6,10,6
"M_PL_026.csv",150,14,2,2,2,2,2
"M_PL_027.csv",75,31,9,8,9,11,8
"M_PL_028.csv",180,66,13,14,16,24,13
"M_PL_029.csv",167,59,17,17,17,19,17
"M_PL_030.csv",70,29,11,7,7,13,7
"M_PL_031.csv",91,26,9,8,13,17,8
"M_PL_032.csv",40,18,2,2,2,2,2
"M_PL_033.csv",47,21,8,8,10,12,8
"M_PL_034.csv",151,62,6,8,8,9,6
"M_PL_035.csv",97,24,9,8,9,9,8
"M_PL_036.csv",22,4,5,2,2,2,2
"M_PL_037.csv",50,18,5,5,5,7,5
"M_PL_038.csv",50,19,4,4,4,7,4
"M_PL_039.csv",68,29,6,7,9,10,6
"M_PL_040.csv",70,19,9,7,9,10,7
"M_PL_041.csv",70,28,10,10,11,12,10
"M_PL_042.csv",16,7,2,2,2,2,2
"M_PL_043.csv",110,42,12,14,14,19,12
"M_PL_044.csv",712,258,21,23,25,49,21
"M_PL_045.csv",41,17,6,6,7,8,6
"M_PL_046.csv",60,27,11,13,13,14,11
"M_PL_047.csv",205,90,4,4,4,4,4
"M_PL_048.csv",266,95,10,10,9,12,9
"M_PL_049.csv",262,102,11,13,15,16,11
"M_PL_050.csv",49,22,6,6,7,7,6
"M_PL_051.csv",104,37,3,3,3,3,3
"M_PL_052.csv",52,21,6,6,6,7,6
"M_PL_053.csv",364,115,19,22,23,34,19
"M_PL_054.csv",414,122,23,24,27,30,23
"M_PL_055.csv",253,80,16,17,17,19,16
"M_PL_056.csv",456,138,22,29,33,43,22
"M_PL_057.csv",997,325,17,17,20,36,17
"M_PL_058.csv",111,46,14,18,19,20,14
"M_PL_059.csv",26,10,6,5,5,5,5
"M_SD_001.csv",28,9,3,3,3,5,3
"M_SD_002.csv",40,15,5,5,5,5,5
"M_SD_003.csv",41,16,4,4,4,4,4
"M_SD_004.csv",52,19,4,4,4,4,4
"M_SD_005.csv",34,10,3,3,3,3,3
"M_SD_006.csv",34,7,4,5,5,5,4
"M_SD_007.csv",79,32,3,3,3,3,3
"M_SD_008.csv",26,12,10,8,8,11,8
"M_SD_009.csv",25,11,3,4,4,5,3
"M_SD_010.csv",64,29,8,8,9,13,8
"M_SD_011.csv",25,12,6,6,5,6,5
"M_SD_012.csv",64,22,12,12,12,14,12
"M_SD_013.csv",55,27,11,8,19,14,8
"M_SD_014.csv",33,17,9,10,10,10,9
"M_SD_015.csv",32,16,4,4,4,4,4
"M_SD_016.csv",85,34,17,18,20,23,17
"M_SD_017.csv",24,12,7,6,10,10,6
"M_SD_018.csv",53,11,4,5,5,5,4
"M_SD_019.csv",209,91,13,16,20,21,13
"M_SD_020.csv",58,22,8,10,10,10,8
"M_SD_021.csv",46,20,9,10,10,10,9
"M_SD_022.csv",317,123,39,50,53,60,39
"M_SD_023.csv",23,7,4,4,4,4,4
"M_SD_024.csv",19,10,6,6,7,8,6
"M_SD_025.csv",13,7,5,4,4,4,4
"M_SD_026.csv",6,2,2,2,2,2,2
"M_SD_027.csv",16,8,3,3,3,3,3
"M_SD_028.csv",13,7,3,3,3,3,3
"M_SD_029.csv",9,5,2,2,2,2,2
"M_SD_030.csv",9,4,2,3,2,2,2
"M_PL_001.csv",177,51,22,23,22,23,22
"M_PL_002.csv",103,36,13,12,13,15,12
"M_PL_003.csv",61,24,5,6,6,6,5
"M_PL_004.csv",112,26,3,3,3,3,3
"M_PL_005.csv",361,101,25,30,36,42,25
"M_PL_006.csv",78,27,3,3,3,3,3
"M_PL_007.csv",50,18,5,4,4,4,4
"M_PL_008.csv",49,20,6,7,7,11,6
"M_PL_009.csv",142,49,7,7,8,12,7
"M_PL_010.csv",107,44,23,29,29,32,23
"M_PL_011.csv",27,10,4,4,6,6,4
"M_PL_012.csv",84,13,7,7,7,7,7
"M_PL_013.csv",65,25,4,4,4,5,4
"M_PL_014.csv",108,46,6,5,5,6,5
"M_PL_015.csv",793,285,48,56,60,87,48
"M_PL_016.csv",205,63,9,9,10,17,9
"M_PL_017.csv",104,45,9,11,11,11,9
"M_PL_018.csv",144,55,18,19,23,24,18
"M_PL_019.csv",123,45,14,16,16,18,14
"M_PL_020.csv",109,49,3,3,3,3,3
"M_PL_021.csv",766,166,12,12,12,38,12
"M_PL_022.csv",66,15,4,4,4,4,4
"M_PL_023.csv",90,34,3,3,3,3,3
"M_PL_024.csv",22,10,4,4,3,3,3
"M_PL_025.csv",57,19,6,6,6,10,6
"M_PL_026.csv",150,12,2,2,2,2,2
"M_PL_027.csv",75,27,9,8,9,11,8
"M_PL_028.csv",180,61,13,14,16,24,13
"M_PL_029.csv",167,40,17,17,17,19,17
"M_PL_030.csv",70,24,10,6,7,13,6
"M_PL_031.csv",91,32,10,9,13,17,9
"M_PL_032.csv",40,12,2,2,2,2,2
"M_PL_033.csv",47,19,8,8,10,12,8
"M_PL_034.csv",151,52,6,8,8,9,6
"M_PL_035.csv",97,27,9,9,9,9,9
"M_PL_036.csv",22,9,5,2,2,2,2
"M_PL_037.csv",50,18,5,5,5,7,5
"M_PL_038.csv",50,22,4,4,4,7,4
"M_PL_039.csv",68,19,6,6,9,10,6
"M_PL_040.csv",70,26,9,7,9,10,7
"M_PL_041.csv",70,26,10,10,11,12,10
"M_PL_042.csv",16,3,2,2,2,2,2
"M_PL_043.csv",110,42,12,14,14,19,12
"M_PL_044.csv",712,201,21,23,25,49,21
"M_PL_045.csv",41,19,6,6,7,8,6
"M_PL_046.csv",60,26,11,13,13,14,11
"M_PL_047.csv",205,90,4,4,4,4,4
"M_PL_048.csv",266,99,10,10,9,12,9
"M_PL_049.csv",262,88,11,13,15,16,11
"M_PL_050.csv",49,18,6,6,7,7,6
"M_PL_051.csv",104,30,3,3,3,3,3
"M_PL_052.csv",52,20,6,6,6,7,6
"M_PL_053.csv",364,131,19,23,23,34,19
"M_PL_054.csv",414,119,23,25,27,30,23
"M_PL_055.csv",253,91,16,16,17,19,16
"M_PL_056.csv",456,156,22,30,33,43,22
"M_PL_057.csv",997,349,17,17,20,36,17
"M_PL_058.csv",111,40,14,18,19,20,14
"M_PL_059.csv",26,11,6,5,5,5,5
"M_SD_001.csv",28,12,3,3,3,5,3
"M_SD_002.csv",40,14,5,5,5,5,5
"M_SD_003.csv",41,17,4,4,4,4,4
"M_SD_004.csv",52,20,4,4,4,4,4
"M_SD_005.csv",34,11,3,3,3,3,3
"M_SD_006.csv",34,10,4,4,5,5,4
"M_SD_007.csv",79,28,3,3,3,3,3
"M_SD_008.csv",26,13,10,9,8,11,8
"M_SD_009.csv",25,10,3,4,4,5,3
"M_SD_010.csv",64,32,8,8,9,13,8
"M_SD_011.csv",25,13,6,5,5,6,5
"M_SD_012.csv",64,23,13,13,12,14,12
"M_SD_013.csv",55,25,11,8,19,14,8
"M_SD_014.csv",33,17,9,10,10,10,9
"M_SD_015.csv",32,15,4,4,4,4,4
"M_SD_016.csv",85,32,17,18,20,23,17
"M_SD_017.csv",24,12,8,7,10,10,7
"M_SD_018.csv",53,19,4,5,5,5,4
"M_SD_019.csv",209,82,13,16,20,21,13
"M_SD_020.csv",58,26,8,9,10,10,8
"M_SD_021.csv",46,22,9,10,10,10,9
"M_SD_022.csv",317,125,39,50,53,60,39
"M_SD_023.csv",23,6,4,4,4,4,4
"M_SD_024.csv",19,8,5,6,7,8,5
"M_SD_025.csv",13,6,5,4,4,4,4
"M_SD_026.csv",6,3,2,2,2,2,2
"M_SD_027.csv",16,7,3,3,3,3,3
"M_SD_028.csv",13,7,3,3,3,3,3
"M_SD_029.csv",9,4,2,2,2,2,2
"M_SD_030.csv",9,4,2,3,2,2,2
"M_PL_001.csv",177,61,21,22,22,23,21
"M_PL_002.csv",103,37,13,13,13,15,13
"M_PL_003.csv",61,18,5,5,6,6,5
"M_PL_004.csv",112,31,3,3,3,3,3
"M_PL_005.csv",361,115,25,32,36,42,25
"M_PL_006.csv",78,20,3,3,3,3,3
"M_PL_007.csv",50,16,5,4,4,4,4
"M_PL_008.csv",49,22,6,7,7,11,6
"M_PL_009.csv",142,56,7,7,8,12,7
"M_PL_010.csv",107,50,23,29,29,32,23
"M_PL_011.csv",27,11,4,6,6,6,4
"M_PL_012.csv",84,19,7,7,7,7,7
"M_PL_013.csv",65,20,4,4,4,5,4
"M_PL_014.csv",108,36,6,5,5,6,5
"M_PL_015.csv",793,275,48,56,60,87,48
"M_PL_016.csv",205,51,9,9,10,17,9
"M_PL_017.csv",104,38,9,10,11,11,9
"M_PL_018.csv",144,59,18,19,23,24,18
"M_PL_019.csv",123,41,14,15,16,18,14
"M_PL_020.csv",109,45,3,3,3,3,3
"M_PL_021.csv",766,315,12,12,12,38,12
"M_PL_022.csv",66,16,4,4,4,4,4
"M_PL_023.csv",90,28,3,3,3,3,3
