	NoOrder	MR	Krisk	Kdegree	Degree	eigenc
PL_001	0.6657237152286658	0.31214174048983856	0.4299114121938511	0.41125779244591126	0.40257914680356927	0.4535509106466201
PL_002	0.7854287790697674	0.3588033536585366	0.47313262195121947	0.46391369047619047	0.4601934523809524	0.48586309523809523
PL_003	0.5544444444444445	0.28962962962962957	0.3548148148148148	0.3088888888888889	0.3281481481481481	0.3562962962962963
PL_004	0.7818627450980391	0.2820855614973263	0.6772875816993464	0.6813725490196079	0.5964052287581698	0.790032679738562
PL_005	0.7759848484848485	0.27551257253384914	0.49563636363636365	0.5194832535885168	0.49594258373205746	0.5573397129186604
PL_006	0.6562198649951784	0.24897540983606553	0.4815573770491802	0.4887295081967213	0.4323770491803278	0.5420081967213115
PL_007	0.888888888888889	0.3293650793650793	0.5099206349206349	0.4898148148148148	0.46018518518518514	0.5768518518518517
PL_008	0.8767942583732057	0.5251196172248804	0.7117224880382774	0.7093301435406699	0.6973684210526315	0.7212918660287081
PL_009	0.8608757062146893	0.3583271923360353	0.6762005649717515	0.6313559322033899	0.675494350282486	0.6857344632768362
PL_010	0.9089558573853989	0.6003820033955856	0.6861205432937181	0.7043718166383701	0.7103140916808149	0.7149830220713073
PL_011	0.606508875739645	0.38757396449704146	0.4112426035502959	0.3994082840236687	0.39349112426035504	0.4289940828402367
PL_012	0.6656565656565654	0.27163636363636373	0.39745454545454545	0.3435064935064935	0.35779220779220783	0.36038961038961037
PL_013	0.9454365079365079	0.43526785714285715	0.8147321428571428	0.8125	0.7748015873015872	0.7212301587301586
PL_014	0.8299276287782035	0.2725546058879392	0.4943019943019943	0.5593542260208927	0.48433048433048426	0.6980056980056979
PL_015	0.9024195951676868	0.3791753291753292	0.6609147609147609	0.6577385077385076	0.6654077154077154	0.6858974358974359
PL_016	0.8912763214439192	0.36405959031657353	0.7523277467411547	0.6976794155565106	0.6602922217447357	0.7107864202836269
PL_017	0.8205063291139242	0.3702531645569621	0.48329113924050626	0.5187341772151899	0.4924050632911392	0.5531645569620253
PL_018	0.8631257631257632	0.44511278195488724	0.600250626566416	0.6230576441102756	0.62531328320802	0.650375939849624
PL_019	0.7876470588235294	0.3473604826546003	0.5515837104072399	0.53710407239819	0.5355957767722473	0.565761689291101
PL_020	0.7505494505494505	0.2673992673992674	0.5720390720390721	0.5445054945054945	0.5402930402930404	0.6005494505494504
