	NoOrder	MR	Krisk	Kdegree	Degree	eigenc
PL_001	0.6987270155586985	0.31214174048983856	0.41701406982803546	0.41076885466324414	0.3891333577802225	0.4535509106466201
PL_002	0.7310267857142857	0.3588033536585366	0.4636051829268293	0.46391369047619047	0.45349702380952384	0.4854910714285714
PL_003	0.7933333333333333	0.28962962962962957	0.3474074074074074	0.3088888888888889	0.3207407407407407	0.3562962962962963
PL_004	0.8316993464052287	0.2820855614973263	0.6911764705882353	0.6683006535947711	0.6952614379084967	0.790032679738562
PL_005	0.7770833333333333	0.27551257253384914	0.49177033492822964	0.5199425837320575	0.49115789473684207	0.5573397129186604
PL_006	0.7333654773384765	0.24897540983606553	0.4672131147540983	0.48770491803278687	0.4252049180327868	0.5420081967213115
PL_007	0.7569444444444443	0.3293650793650793	0.47817460317460314	0.4935185185185185	0.4564814814814815	0.5768518518518517
PL_008	0.9007177033492824	0.5251196172248804	0.7332535885167465	0.7093301435406699	0.7212918660287081	0.7212918660287081
PL_009	0.8767655367231639	0.3583271923360353	0.6603107344632768	0.6310028248587571	0.6581920903954803	0.6857344632768362
PL_010	0.942062818336163	0.6003820033955856	0.7030984719864176	0.7039473684210527	0.7009762308998302	0.7149830220713073
PL_011	0.6923076923076923	0.38757396449704146	0.4112426035502959	0.3994082840236687	0.3994082840236687	0.4289940828402367
PL_012	0.7275862068965517	0.27163636363636373	0.39018181818181824	0.3402597402597403	0.3558441558441558	0.36038961038961037
PL_013	0.8501984126984127	0.43526785714285715	0.8124999999999999	0.8169642857142856	0.7834821428571428	0.7212301587301586
PL_014	0.7005108556832695	0.2725546058879392	0.48385565052231716	0.5617283950617284	0.47340930674264003	0.6980056980056979
PL_015	0.9304896499552988	0.3791753291753292	0.6597713097713097	0.6578078078078078	0.67006237006237	0.6858974358974359
PL_016	0.8923506660936829	0.36405959031657353	0.7311452513966481	0.6987537602062742	0.6648044692737431	0.7107864202836269
PL_017	0.8437974683544303	0.3702531645569621	0.4944303797468354	0.519240506329114	0.49189873417721514	0.5531645569620253
PL_018	0.8987789987789987	0.44511278195488724	0.6192982456140351	0.62531328320802	0.6263157894736842	0.650375939849624
PL_019	0.8344117647058824	0.3473604826546003	0.5564102564102564	0.53710407239819	0.5277526395173455	0.565761689291101
PL_020	0.6873626373626374	0.2673992673992674	0.5738705738705738	0.5445054945054945	0.5433455433455434	0.6005494505494504
PL_021	0.7563507393640332	0.17612251072235768	0.5238294388781122	0.5090405936893809	0.5174049224964852	0.6207330335838459
PL_022	0.7232804232804233	0.2511111111111111	0.5266666666666666	0.51	0.4133333333333333	0.7444444444444445
PL_023	0.6023550724637681	0.228505291005291	0.4640700483091787	0.7056159420289855	0.42844202898550726	0.8064613526570048
PL_024	0.7833333333333333	0.4111111111111111	0.5722222222222222	0.5444444444444444	0.5499999999999999	0.5444444444444444
PL_025	0.7875874125874126	0.43444055944055954	0.5935314685314685	0.6582167832167832	0.6127622377622378	0.6791958041958043
PL_026	0.8293650793650794	0.2137509850275808	0.3587470449172576	0.3800236406619385	0.2838849487785658	0.4040583136327817
PL_027	0.826851851851852	0.44656862745098036	0.662962962962963	0.625	0.6564814814814814	0.6185185185185186
PL_028	0.7788208457624145	0.32661870503597124	0.5447841726618705	0.6192446043165467	0.5730215827338129	0.6620503597122303
PL_029	0.8207367692839849	0.31073446327683624	0.4905741957800069	0.48417502594258044	0.473106191629194	0.6197682462815634
PL_030	0.7392183288409705	0.3948787061994609	0.626010781671159	0.6064690026954178	0.5741239892183289	0.6327493261455527
