	NoOrder	MR	Krisk	Kdegree	Degree	eigenc
PL_001	0.6775106082036777	0.31214174048983856	0.42600312662845236	0.4122356680112456	0.3870553722038871	0.45330644175528656
PL_002	0.7280159883720929	0.3588033536585366	0.4735137195121951	0.4650297619047619	0.45349702380952384	0.48586309523809523
PL_003	0.49333333333333335	0.28962962962962957	0.35185185185185186	0.3088888888888889	0.3222222222222222	0.3562962962962963
PL_004	0.8292483660130718	0.2820855614973263	0.6258169934640521	0.65359477124183	0.6576797385620915	0.790032679738562
PL_005	0.7953787878787879	0.27551257253384914	0.4908516746411483	0.5195980861244018	0.5032918660287081	0.5573397129186604
PL_006	0.796046287367406	0.24897540983606553	0.4538934426229508	0.48668032786885246	0.48770491803278687	0.5420081967213115
PL_007	0.845486111111111	0.3293650793650793	0.48611111111111105	0.4953703703703704	0.4842592592592593	0.5768518518518517
PL_008	0.8983253588516746	0.5251196172248804	0.735645933014354	0.7093301435406699	0.7308612440191388	0.7212918660287081
PL_009	0.8601694915254238	0.3583271923360353	0.6557203389830509	0.6288841807909604	0.6334745762711866	0.6857344632768362
PL_010	0.9000424448217318	0.6003820033955856	0.6980050933786078	0.7047962648556876	0.6963073005093378	0.7149830220713073
PL_011	0.7087912087912087	0.38757396449704146	0.3994082840236687	0.3994082840236687	0.4112426035502959	0.4289940828402367
PL_012	0.7664576802507836	0.27163636363636373	0.3865454545454546	0.34415584415584416	0.36428571428571427	0.36038961038961037
PL_013	0.7589285714285714	0.43526785714285715	0.8861607142857142	0.8236607142857143	0.7351190476190476	0.7212301587301586
PL_014	0.6383567475521499	0.2725546058879392	0.4928774928774929	0.5617283950617283	0.48622981956315287	0.6980056980056979
PL_015	0.9186954129702222	0.3791753291753292	0.6745784245784245	0.6575768075768076	0.6598868098868098	0.6858974358974359
PL_016	0.8710786420283626	0.36405959031657353	0.7534916201117319	0.6978942844864633	0.6643747314138376	0.7107864202836269
PL_017	0.8579746835443037	0.3702531645569621	0.49088607594936706	0.5187341772151899	0.4843037974683544	0.5531645569620253
PL_018	0.8355311355311354	0.44511278195488724	0.6095238095238096	0.6245614035087719	0.6285714285714286	0.650375939849624
PL_019	0.7950000000000002	0.3473604826546003	0.5247360482654599	0.5383107088989442	0.5226244343891402	0.565761689291101
PL_020	0.7346153846153846	0.2673992673992674	0.5018315018315018	0.5428571428571427	0.5225885225885226	0.6005494505494504
PL_021	0.6556154333111497	0.17612251072235768	0.5224591126692887	0.5085067003612678	0.5204125215781886	0.6207330335838459
PL_022	0.6354497354497354	0.2511111111111111	0.5211111111111111	0.5044444444444445	0.4277777777777777	0.7444444444444445
PL_023	0.6808574879227053	0.228505291005291	0.507548309178744	0.7044082125603864	0.43870772946859904	0.8070652173913042
PL_024	0.6792929292929293	0.4111111111111111	0.5666666666666667	0.5499999999999999	0.5166666666666666	0.5444444444444444
PL_025	0.9064685314685315	0.43444055944055954	0.5987762237762237	0.6652097902097903	0.5970279720279721	0.6791958041958043
PL_026	0.7193121693121693	0.2137509850275808	0.3390464933018124	0.3823877068557919	0.28112687155240346	0.40524034672970843
PL_027	0.8175925925925926	0.44656862745098036	0.7046296296296295	0.6175925925925925	0.662962962962963	0.6185185185185186
PL_028	0.7786453763818214	0.32661870503597124	0.5787769784172662	0.6176258992805755	0.581115107913669	0.6620503597122303
PL_029	0.8823071601521965	0.31073446327683624	0.49818401937046	0.4826184711172605	0.49818401937046003	0.6197682462815634
PL_030	0.7991913746630729	0.3948787061994609	0.6037735849056604	0.6064690026954178	0.5754716981132075	0.6327493261455527
PL_031	0.6960034013605442	0.3314108251996451	0.39158163265306123	0.3843537414965986	0.38095238095238093	0.41284013605442177
PL_032	0.7554112554112553	0.38888888888888884	0.5303030303030303	0.6341991341991342	0.4653679653679654	0.6255411255411256
PL_033	0.8789592760180995	0.6640271493212669	0.6843891402714932	0.6753393665158371	0.6821266968325792	0.6798642533936652
PL_034	0.8215144230769231	0.24969951923076922	0.4627403846153847	0.43960336538461536	0.463641826923077	0.5204326923076924
PL_035	0.6937613843351548	0.3121069182389937	0.364517819706499	0.38810272536687634	0.3613731656184487	0.4085429769392033
PL_036	0.7833333333333332	0.4305555555555556	0.49537037037037035	0.46666666666666673	0.45	0.47500000000000003
PL_037	0.8825	0.5152777777777777	0.68	0.645	0.705	0.64
PL_038	0.925595238095238	0.4702380952380952	0.6994047619047619	0.6994047619047619	0.7470238095238094	0.7410714285714285
PL_039	0.8713956170703575	0.3454440599769319	0.5645905420991927	0.4965397923875432	0.5357554786620531	0.5046136101499424
PL_040	0.7574178027265437	0.29401993355481726	0.4476744186046512	0.47009966777408635	0.4119601328903654	0.6226944667201282
PL_041	0.6740435108777195	0.39784053156146176	0.525747508305648	0.5564784053156147	0.5290697674418605	0.5565891472868217
PL_042	0.5277777777777778	0.3452380952380952	0.3452380952380952	0.369047619047619	0.369047619047619	0.369047619047619
PL_043	0.7621951219512195	0.44136960600375236	0.6346153846153847	0.6099819331526648	0.6339205058717253	0.6429539295392953
PL_044	0.7421406180026868	0.24007807417046192	0.6074855756918396	0.5703388565457531	0.5704582773548291	0.6721301686818928
PL_045	0.6866515837104072	0.3324175824175824	0.3894230769230769	0.40865384615384615	0.4134615384615385	0.40625
PL_046	0.9431818181818181	0.6576704545454547	0.7329545454545455	0.7528409090909091	0.7542613636363636	0.7642045454545455
PL_047	0.9090265987549518	0.30913978494623656	0.5997453310696095	0.6535087719298245	0.6252122241086586	0.7143463497453311
PL_048	0.8490112994350283	0.3336499123319696	0.6235875706214689	0.6590395480225989	0.6531073446327684	0.6887005649717515
PL_049	0.8644444444444445	0.3219753086419754	0.7358024691358024	0.6787387387387388	0.6606006006006007	0.7756756756756757
PL_050	0.8183673469387754	0.3976190476190476	0.5619047619047619	0.5204081632653061	0.46122448979591835	0.5918367346938775
PL_051	0.8123931623931624	0.3115384615384615	0.5428571428571428	0.6984126984126985	0.5976190476190476	0.7007936507936509
PL_052	0.7923076923076924	0.412087912087912	0.6145299145299145	0.6504273504273503	0.6094017094017093	0.676068376068376
PL_053	0.7344705558991274	0.2509566326530612	0.5140660430839002	0.4596131381845667	0.5132865646258504	0.5049989692846836
PL_054	0.7380336171870652	0.25680388793596337	0.5011720983419097	0.5127470799640611	0.5058604917095484	0.5835298742138365
PL_055	0.7632211538461539	0.292854140395124	0.532967032967033	0.5789407313997478	0.5593526691887348	0.6377889869693149
PL_056	0.8244317326509107	0.2696475296290596	0.5666461443743266	0.5553794058796367	0.562305679544405	0.5885142255005269
PL_057	0.8149259864300104	0.20191495933285286	0.5224766102455797	0.5214877510877988	0.5402497627865691	0.5576284993344062
PL_058	0.7638888888888888	0.41676622859418555	0.562126642771804	0.5593389088012743	0.5780565511748308	0.5772600557546793
PL_059	0.8846153846153846	0.363905325443787	0.363905325443787	0.35798816568047337	0.36982248520710065	0.37573964497041423
SD_001	0.8469387755102041	0.45918367346938777	0.5612244897959184	0.5136054421768708	0.5272108843537415	0.5068027210884354
SD_002	0.6333333333333333	0.49999999999999994	0.5	0.5	0.4841269841269841	0.5
SD_003	0.64875	0.3050595238095238	0.31994047619047616	0.31657608695652173	0.3111413043478261	0.31657608695652173
