"Species","kradius","kdegree","kcorenum","krisk","degree","eigenc"
"pl1",1.94444444444444,36.1203872732055,4,196.04,101,0.51193767855761
"pl2",2.27777777777778,13.6257581171583,4,51.04,37,0.133626495454529
"pl3",2.5,11.0772296466667,4,61.04,32,0.0813830484152711
"pl4",2.33333333333333,22.5091634399397,4,127.04,67,0.178142045560169
"pl5",2.38888888888889,13.6146842671236,4,61.04,38,0.128847416725799
"pl6",2.33333333333333,14.7419498405204,4,62.04,40,0.183373661604786
"pl7",2.38888888888889,10.3258512397987,4,42.04,27,0.108553645291146
"pl8",2.5,10.4981562913328,4,50.04,30,0.0891011222877831
"pl9",2.44444444444444,8.50841264415117,4,29.04,22,0.0981070138395649
"pl10",2.66666666666667,7.31242602950819,4,39.04,23,0.056229487915044
"pl11",2.77777777777778,6.64034395599332,4,41.04,21,0.0360761353118209
"pl12",2.44444444444444,11.3081826208681,4,53.04,30,0.100757938074447
"pl13",2.88888888888889,4.3933084237596,3,11.03,14,0.0321325892514561
"pl14",2.5,9.94093269745696,4,46.04,28,0.0834875047615595
"pl15",3.22222222222222,5.75461782174618,3,32.03,22,0.00952652756271581
"pl16",3.05555555555556,4.22307138094015,3,15.03,15,0.019644992984233
"pl17",2.5,9.16323643924239,4,35.04,24,0.0979671436295823
"pl18",3.11111111111111,6.56924905733986,3,23.03,23,0.0405850409619211
"pl19",2.72222222222222,7.65771135543508,4,38.04,22,0.0572089173879759
"pl20",2.94444444444444,4.18081818823313,2,6.02,13,0.0234068625407326
"pl21",2.5,7.61481529805737,4,18.04,19,0.101473657757955
"pl22",2.5,8.84970422927837,4,33.04,24,0.0743378817305376
"pl23",2.55555555555556,6.52094241196367,4,28.04,18,0.0583841575656753
"pl24",2.66666666666667,9.29299526675514,4,47.04,26,0.0560990232508104
"pl25",2.94444444444444,6.97969317946001,3,20.03,23,0.0273114079289883
"pl26",2.94444444444444,4.74661363864582,3,13.03,15,0.0258827866764134
"pl27",3,4.82079927483719,3,14.03,16,0.037599388585708
"pl28",2.61111111111111,4.63963351179918,4,8.04,11,0.0737289693660248
"pl29",3.27777777777778,1.35963516559736,2,3.02,5,0.00804771604261417
"pl30",2.55555555555556,6.9860996998105,4,25.04,18,0.085244283008295
"pl31",3,5.00001931550442,3,18.03,17,0.0230470973713757
"pl32",2.77777777777778,4.6367830564871,4,20.04,13,0.0426324307482393
"pl33",2.72222222222222,5.91531830140568,4,26.04,17,0.0479521555701148
"pl34",2.88888888888889,2.54716727876065,3,7.03,7,0.0274571463109162
"pl35",3.44444444444444,2.52732375775049,2,8.02,11,0.00789952284255726
"pl36",2.66666666666667,5.64069915684942,4,18.04,14,0.0689943765123916
"pl37",2.83333333333333,3.27890472941025,3,7.03,9,0.0326260721729528
"pl38",2.72222222222222,4.09488981841793,4,10.04,10,0.0606262082847454
"pl39",2.88888888888889,3.4042775059299,2,9.02,12,0.0199834397871502
"pl40",2.83333333333333,3.57882513417227,3,11.03,11,0.0223141017199377
"pl41",2.77777777777778,3.01437745406995,4,8.04,7,0.0513201487623101
"pl42",2.88888888888889,2.76881428714649,3,9.03,9,0.017416149779866
"pl43",3.72222222222222,1.45831408222773,2,1.02,5,0.0104771887703625
"pl44",3.27777777777778,1.61117946939483,3,3.03,5,0.0134223878246207
"pl45",4.33333333333333,1.11620357760285,2,0.02,4,0.00192985181002099
"pl46",2.88888888888889,1.61698580999103,2,0.02,4,0.0219592214761617
"pl47",3,2.18892989166093,3,5.03,7,0.0129215861817617
"pl48",3.88888888888889,1.50550571179846,2,4.02,6,0.00201965754047843
"pl49",2.94444444444444,1.59518584109374,3,2.03,5,0.012411164047903
"pl50",2.94444444444444,1.87412148100751,3,2.03,5,0.0205337839899397
"pl51",2.77777777777778,2.07132884834804,4,3.04,5,0.0372085343118564
"pl52",2.88888888888889,2.89175528002976,3,5.03,8,0.0288955476355
"pl53",2.88888888888889,2.50209842356521,3,7.03,7,0.0268123824196431
"pl54",2.83333333333333,1.73176777560339,3,1.03,4,0.0289748428051398
"pl55",4.38888888888889,0.97467794579524,2,2.02,4,0.00150497253528762
"pl56",2.88888888888889,1.62040260190355,3,4.03,5,0.0127344443654342
"pl57",3.61111111111111,1.46223747178919,3,3.03,5,0.0109037978679307
"pl58",3.27777777777778,0.89010989010989,1,0.01,3,0.00769665371375055
"pl59",3.88888888888889,1.79723975738471,2,3.02,7,0.00891580312511903
"pl60",4.44444444444444,0.747787189492719,1,0.01,3,0.0014252502662181
"pl61",3.33333333333333,1.24428169014085,1,0.01,5,0.0044733883528086
"pl62",3.33333333333333,0.890116465907958,2,1.02,3,0.00450836715913352
"pl63",2.94444444444444,2.0425289670064,2,2.02,6,0.0164491818271378
"pl64",3.33333333333333,1.35963516559736,2,2.02,5,0.0080607532160722
"pl65",2.94444444444444,1.08646948350576,2,0.02,3,0.0162472500316706
"pl66",4.88888888888889,1.00754768703598,2,3.02,5,0.00065648791448551
"pl67",3.66666666666667,0.36986301369863,1,0.01,1,0.00275041851897065
"pl68",4.27777777777778,0.818631304261431,2,1.02,3,0.00153888894162578
"pl69",3.27777777777778,0.770343580470163,2,0.02,2,0.00885507403205341
"pl70",4.83333333333333,0.278350515463918,1,0.01,1,0.000170691358260314
"pl71",4.77777777777778,0.290322580645161,1,0.01,1,0.000670800806559219
"pl72",3.66666666666667,0.667073356718011,2,0.02,2,0.00520554337710285
"pl73",4.44444444444444,0.341772151898734,1,0.01,1,0.00140377520204869
"pl74",3.27777777777778,0.956043956043956,2,1.02,3,0.0080352612300206
"pl75",4.38888888888889,0.52238149679008,1,0.01,2,0.00108438518474471
"pl76",4.83333333333333,0.457158462483785,1,0.01,2,0.000171987072248364
"pl77",3.11111111111111,0.998257773463463,3,0.03,3,0.00909923533281423
"pl78",3.55555555555556,0.881212355461075,2,1.02,3,0.00516193728936933
"pl79",3.11111111111111,0.728286279446143,2,0.02,2,0.00971026492799845
"pl80",3.33333333333333,0.711635165597364,2,0.02,2,0.00704731804146264
"pl81",4.72222222222222,0.284210526315789,1,0.01,1,0.000346168715167886
"pl82",4.77777777777778,0.473996050032916,1,0.01,2,0.000675892839320084
"pl83",4.33333333333333,0.598915009041591,2,0.02,2,0.00121993382251682
"pl84",4.44444444444444,0.544779670695727,1,0.01,2,0.00141443122578604
"pl85",5.27777777777778,0.388663967611336,1,0.01,2,5.88720089054664e-05
"pl86",Inf,0,1,0.01,2,0
"pl87",4.83333333333333,0.267326732673267,1,0.01,1,0.00037343993657706
"pl88",3.22222222222222,0.391304347826087,1,0.01,1,0.00732058479506609
"pl89",3.22222222222222,0.71889400921659,2,0.02,2,0.00825104109004438
"pl90",4.66666666666667,0.587025877348458,2,0.02,2,0.00106528580561134
"pl91",3.27777777777778,0.428571428571429,1,0.01,1,0.00758024028348516
"pl92",3.77777777777778,0.341772151898734,1,0.01,1,0.00452411364094374
"pl93",4.38888888888889,0.341772151898734,1,0.01,1,0.00127483374856825
"pl94",4.22222222222222,0.333333333333333,1,0.01,1,0.00156759562535008
"pl95",4.88888888888889,0.243243243243243,1,0.01,1,0.000243917710831855
"pl96",5,0.252336448598131,1,0.01,1,0.000174949960868468
"pl97",4.83333333333333,0.267326732673267,1,0.01,1,0.00037343993657706
"pl98",4.94444444444444,0.257142857142857,1,0.01,1,0.000216580727825197
"pl99",Inf,0,1,0.01,1,0
"pl100",4.77777777777778,0.290322580645161,1,0.01,1,0.000670800806559219
"pl101",Inf,0,1,0.01,1,0
"pl102",5.11111111111111,0.226890756302521,1,0.01,1,0.00038761215564677
