"Species","kradius","kdegree","kcorenum","krisk","degree","eigenc"
"pl1",1.22222222222222,8.63326950826951,3,17.03,20,0.449654315543205
"pl2",2.11111111111111,5.38934676434676,3,11.03,12,0.268156311651592
"pl3",1.88888888888889,4.56504606504606,3,8.03,10,0.231860159086521
"pl4",2.11111111111111,3.65613553113553,3,6.03,8,0.154099752519429
"pl5",2.11111111111111,2.80344655344655,3,3.03,6,0.142444463724947
"pl6",2.11111111111111,3.13659951159951,3,3.03,6,0.186760305185999
"pl7",2.11111111111111,2.22804972804973,3,1.03,5,0.103166324207125
"pl8",2.11111111111111,2.58928571428571,3,2.03,5,0.151027869618221
"pl9",2.55555555555556,2.00892857142857,2,1.02,4,0.111756144578949
"pl10",2.11111111111111,2.39484126984127,3,0.03,4,0.164785510415071
"pl11",2.33333333333333,1.54166666666667,3,0.03,3,0.0866721921680858
"pl12",2.55555555555556,1.4375,2,1.02,3,0.0797568302984663
"pl13",2.55555555555556,1.23232323232323,2,1.02,3,0.0627584743423101
"pl14",2.77777777777778,0.839160839160839,2,0.02,2,0.0481583842707142
"pl15",Inf,0,1,0.01,1,6.80061577526796e-18
"pol1",1.6,4.397782995037,3,2.03,9,0.270023951933243
"pol2",1.4,4.58100319387168,3,1.03,9,0.303988032603162
"pol3",2,3.11483778033785,3,1.03,6,0.204254338093131
"pol4",1.8,3.24233042499296,3,0.03,6,0.229457304820857
"pol5",2,3.15995056229273,3,1.03,6,0.205092880735985
"pol6",2.2,3.04626635176642,3,2.03,6,0.169602138412867
"pol7",2.4,1.37593984962406,3,0.03,3,0.0561948929591907
"pol8",2.4,1.76555023923445,3,0.03,3,0.115501295921326
"pol9",2.4,1.76555023923445,3,0.03,3,0.121416911888
"pol10",2.6,1.65186602870813,2,0.02,3,0.125149047088294
"pol11",2.6,1.29186602870813,2,0.02,2,0.0986453043957402
"pol12",2.6,1.29186602870813,2,0.02,2,0.10398159996699
"pol13",2.8,1.20948616600791,2,0.02,2,0.0917269276667752
"pol14",2.6,0.947368421052632,2,0.02,2,0.0606691306625063
"pol15",2.6,1.0030959752322,2,0.02,2,0.0816959745167761
"pol16",2.6,1.29186602870813,2,0.02,2,0.117280614017796
"pol17",2.6,1.29186602870813,2,0.02,2,0.117280614017796
"pol18",2.6,1.3475935828877,2,0.02,2,0.11135031026073
"pol19",2.6,0.947368421052632,2,0.02,2,0.0484513414080845
"pol20",3,0.473684210526316,1,0.01,1,0.0246759251139059
"pol21",3.2,0.391304347826087,1,0.01,1,0.0130311946844148
"pol22",2.8,0.818181818181818,1,0.01,1,0.0734674748808751
"pol23",3.6,0.391304347826087,1,0.01,1,0.0102538916628338
"pol24",2.8,0.473684210526316,1,0.01,1,0.043813139136921
"pol25",2.8,0.473684210526316,1,0.01,1,0.0251778295148651
"pol26",2.8,0.818181818181818,1,0.01,1,0.0734674748808751
"pol27",2.8,0.473684210526316,1,0.01,1,0.043813139136921
"pol28",Inf,0,1,0.01,1,8.71194562074729e-18
"pol29",3,0.473684210526316,1,0.01,1,0.0232735118932194
"pol30",2.8,0.529411764705882,1,0.01,1,0.0378828353798552
"pol31",3.2,0.391304347826087,1,0.01,1,0.0182594527859001
"pol32",2.8,0.529411764705882,1,0.01,1,0.0378828353798552
"pol33",2.8,0.818181818181818,1,0.01,1,0.0734674748808751
"pol34",2.8,0.818181818181818,1,0.01,1,0.0734674748808751
"pol35",2.8,0.529411764705882,1,0.01,1,0.0378828353798552
"pol36",2.8,0.473684210526316,1,0.01,1,0.0305141250861153
"pol37",2.8,0.473684210526316,1,0.01,1,0.043813139136921
"pol38",2.8,0.473684210526316,1,0.01,1,0.0251778295148651
"pol39",2.8,0.818181818181818,1,0.01,1,0.0734674748808751
