"Species","kradius","kdegree","kcorenum","krisk","degree","eigenc"
"pl1",1.44444444444444,7.41515151515152,3,16.03,17,0.499525028159452
"pl2",2.11111111111111,4.0989898989899,3,9.03,9,0.240863267954243
"pl3",2.11111111111111,3.85555555555556,3,9.03,9,0.20128975128085
"pl4",2.11111111111111,3.52222222222222,3,8.03,8,0.187080987459966
"pl5",2.11111111111111,2.95252525252525,3,3.03,6,0.187702245418667
"pl6",2.77777777777778,1.71895424836601,2,4.02,6,0.0527968722662904
"pl7",1.88888888888889,3.03333333333333,3,1.03,6,0.201295505885028
"pl8",2.33333333333333,2.07460317460317,3,3.03,5,0.116324356104402
"pl9",2.33333333333333,2.46666666666667,3,4.03,5,0.156500414032058
"pl10",3.44444444444444,0.363636363636364,1,0.01,1,0.0194811137224699
"pol1",1.25,3.54502772769027,3,0.03,7,0.324371595838681
"pol2",2,2.06824754193175,3,0.03,4,0.210008940450238
"pol3",2,2.06824754193175,3,0.03,4,0.212761754889352
"pol4",2.25,1.99967611336032,3,1.03,4,0.182370719959245
"pol5",2,2.12397509611132,3,0.03,4,0.194679687745068
"pol6",2.25,1.59456333140544,3,0.03,3,0.165980023943509
"pol7",2.25,1.47678018575851,3,0.03,3,0.11424229249828
"pol8",2.25,1.69540366753989,3,0.03,3,0.172022574216949
"pol9",2.25,1.43166740380363,3,0.03,3,0.0979014086807588
"pol10",2.5,1.16599190283401,2,0.02,2,0.143443273305552
"pol11",3,0.833684210526316,2,0.02,2,0.0492268950982453
"pol12",2.5,1.16599190283401,2,0.02,2,0.133143824861
"pol13",2.5,1.12087912087912,2,0.02,2,0.119315029702267
"pol14",2.75,0.982630272952854,1,0.01,2,0.100552561740923
"pol15",2.5,1.22171945701357,2,0.02,2,0.135777391310422
"pol16",2.75,0.473684210526316,1,0.01,1,0.0466649942412426
"pol17",2.75,0.473684210526316,1,0.01,1,0.0466649942412425
"pol18",3,0.473684210526316,1,0.01,1,0.0389979973456411
"pol19",2.75,0.473684210526316,1,0.01,1,0.0466649942412426
"pol20",2.75,0.692307692307692,1,0.01,1,0.0967782790643098
"pol21",3,0.428571428571429,1,0.01,1,0.0303204842381589
"pol22",3,0.428571428571429,1,0.01,1,0.0303204842381589
"pol23",3,0.473684210526316,1,0.01,1,0.0389979973456411
"pol24",4.25,0.36,1,0.01,1,0.0102288977526042
"pol25",2.75,0.692307692307692,1,0.01,1,0.0967782790643099
"pol26",2.75,0.473684210526316,1,0.01,1,0.0466649942412426
"pol27",3,0.473684210526316,1,0.01,1,0.0362451829065267
"pol28",2.75,0.692307692307692,1,0.01,1,0.0967782790643098
"pol29",3,0.473684210526316,1,0.01,1,0.0362451829065267
"pol30",3,0.473684210526316,1,0.01,1,0.0362451829065267
"pol31",4.25,0.36,1,0.01,1,0.0102288977526042
"pol32",3,0.473684210526316,1,0.01,1,0.0389979973456411
"pol33",2.75,0.692307692307692,1,0.01,1,0.0967782790643098
"pol34",2.75,0.692307692307692,1,0.01,1,0.0967782790643098
"pol35",4.25,0.36,1,0.01,1,0.0102288977526042
"pol36",3,0.473684210526316,1,0.01,1,0.0389979973456411
"pol37",3.5,0.428571428571429,1,0.01,1,0.0225367506379569
"pol38",2.75,0.473684210526316,1,0.01,1,0.0363655457966899
"pol39",3,0.473684210526316,1,0.01,1,0.0362451829065267
"pol40",4.25,0.36,1,0.01,1,0.0102288977526042
