"Species","kradius","kdegree","kcorenum","krisk","degree","eigenc"
"pl1",1.5,3.2,3,4.03,6,0.323828979759647
"pl2",2,3.13333333333333,2,3.02,7,0.289651817928144
"pl3",1.5,2.4,3,1.03,4,0.215657994974282
"pl4",2,1.33333333333333,2,0.02,2,0.10084549007043
"pl5",2,1.73333333333333,2,0.02,3,0.169318631599049
"pl6",1.5,2,3,0.03,3,0.188700430287717
"pl7",1.5,2,3,0.03,3,0.222049243809806
"pl8",4.5,0.285714285714286,1,0.01,1,0.00571343899470791
"pl9",2,1.33333333333333,2,0.02,2,0.183095197037122
"pl10",2,1.33333333333333,2,0.02,2,0.157131700117581
"pl11",2.5,0.952380952380952,1,0.01,2,0.100953695814543
"pl12",Inf,0,1,0.01,1,8.32667268468867e-17
"pl13",2.5,0.666666666666667,1,0.01,1,0.0878549402172871
"pl14",Inf,0,1,0.01,1,4.85722573273506e-17
"pl15",4.5,0.285714285714286,1,0.01,1,0.00571343899470793
"pl16",2.5,0.666666666666667,1,0.01,1,0.087854940217287
"pl17",2.5,0.666666666666667,1,0.01,1,0.0952402568198352
"pl18",2.5,0.666666666666667,1,0.01,1,0.0878549402172871
"pl19",Inf,0,1,0.01,1,5.55111512312578e-17
"pl20",2.5,0.666666666666667,1,0.01,1,0.0952402568198352
"pl21",2.5,0.666666666666667,1,0.01,1,0.0389540467726841
"pl22",2.5,0.666666666666667,1,0.01,1,0.0952402568198352
"pl23",2.5,0.666666666666667,1,0.01,1,0.087854940217287
"pl24",2.5,0.666666666666667,1,0.01,1,0.061891443297746
"pl25",2.5,0.666666666666667,1,0.01,1,0.0952402568198352
"disp1",1.5,5.1,3,11.03,10,0.389639531870588
"disp2",1.5,5.5,3,13.03,11,0.422393652431321
"disp3",1.5,2.9,3,3.03,5,0.172762470857468
"disp4",1.5,3.9,3,5.03,7,0.274490574277161
"disp5",2.5,1.16666666666667,2,0.02,2,0.138326105019589
"disp6",3.5,0.844444444444444,1,0.01,3,0.0253392887157315
"disp7",Inf,0,1,0.01,3,1.11022302462516e-16
"disp8",2.5,0.666666666666667,1,0.01,1,0.0730161426917482
"disp9",2.5,1.16666666666667,2,0.02,2,0.0868035600758453
"disp10",3,0.5,1,0.01,1,0.0653099623278408
"disp11",2.5,1.16666666666667,2,0.02,2,0.138326105019589
"disp12",3,0.5,1,0.01,1,0.0653099623278408
"disp13",3,0.5,1,0.01,1,0.0653099623278408
